Date,Open,High,Low,Close,Volume,Label
2008-03-03,651.8400268554688,659.8400268554688,644.8800048828125,650.5599975585938,630563,1
2008-03-04,653.8400268554688,656.0,628.0,635.2000122070312,773688,1
2008-03-05,643.9199829101562,666.4000244140625,642.6400146484375,666.4000244140625,946075,-1
2008-03-06,662.3200073242188,671.1199951171875,653.0399780273438,671.1199951171875,712688,0
2008-03-07,666.47998046875,676.239990234375,660.239990234375,669.8400268554688,673200,1
2008-03-10,664.5599975585938,685.0399780273438,660.239990234375,685.0399780273438,767475,-1
2008-03-11,684.0,690.719970703125,674.3200073242188,690.719970703125,1223838,0
2008-03-12,688.0800170898438,696.0800170898438,678.0,695.3599853515625,1155763,0
2008-03-13,696.1599731445312,702.3200073242188,687.8400268554688,697.6799926757812,962188,1
2008-03-14,695.9199829101562,702.0800170898438,688.47998046875,692.0800170898438,1072550,-1
2008-03-17,671.3599853515625,686.7999877929688,651.8400268554688,666.4000244140625,1455100,1
2008-03-18,678.239990234375,696.3200073242188,673.52001953125,686.4000244140625,1083463,1
2008-03-19,676.5599975585938,688.0,654.47998046875,658.3200073242188,1368825,1
2008-03-20,637.5999755859375,655.6799926757812,636.719970703125,650.4000244140625,1468475,-1
2008-03-24,647.6799926757812,656.1599731445312,640.6400146484375,642.0800170898438,531513,-1
2008-03-25,646.0,652.9600219726562,635.2000122070312,651.760009765625,592575,-1
2008-03-26,656.239990234375,681.8400268554688,655.8400268554688,678.47998046875,770750,-1
2008-03-27,680.5599975585938,693.1199951171875,677.1199951171875,685.8400268554688,590138,-1
2008-03-28,680.0800170898438,680.0800170898438,670.9600219726562,674.9600219726562,612325,-1
2008-03-31,677.760009765625,684.0,642.8800048828125,650.8800048828125,975513,0
2008-04-01,640.0,656.719970703125,638.1599731445312,648.47998046875,670963,1
2008-04-02,646.4000244140625,672.7999877929688,639.6799926757812,670.239990234375,772800,0
2008-04-03,663.2000122070312,681.5999755859375,661.1199951171875,669.2000122070312,676438,1
2008-04-04,675.52001953125,680.9600219726562,670.7999877929688,679.0399780273438,553075,-1
2008-04-07,691.9199829101562,701.0399780273438,691.9199829101562,695.4400024414062,533788,-1
2008-04-08,696.0,700.6400146484375,689.5999755859375,697.52001953125,440988,1
2008-04-09,696.719970703125,717.5999755859375,695.52001953125,711.2000122070312,1025363,1
2008-04-10,712.6400146484375,712.719970703125,697.1199951171875,705.4400024414062,802488,-1
2008-04-11,701.2000122070312,708.5599975585938,698.9600219726562,707.8400268554688,478888,0
2008-04-14,710.7999877929688,717.6799926757812,707.5999755859375,717.1199951171875,539688,-1
2008-04-15,728.0800170898438,731.52001953125,725.3599853515625,731.52001953125,634438,1
2008-04-16,729.760009765625,738.4000244140625,720.1599731445312,737.2000122070312,986750,-1
2008-04-17,737.3599853515625,740.8800048828125,732.9600219726562,738.9600219726562,596563,0
2008-04-18,727.8400268554688,750.719970703125,727.2000122070312,750.3200073242188,1150325,1
2008-04-21,747.760009765625,755.0399780273438,741.52001953125,755.0399780273438,585225,1
2008-04-22,749.4400024414062,766.6400146484375,748.7999877929688,760.6400146484375,894863,1
2008-04-23,755.2000122070312,764.0800170898438,750.47998046875,761.4400024414062,1059863,1
2008-04-24,747.2000122070312,758.7999877929688,736.47998046875,745.5999755859375,1388750,0
2008-04-25,759.52001953125,770.239990234375,756.4000244140625,765.280029296875,1125213,0
2008-04-28,766.9600219726562,769.9199829101562,762.0,765.52001953125,606150,1
2008-04-29,751.3599853515625,756.239990234375,741.2000122070312,743.9199829101562,950225,0
2008-04-30,748.6400146484375,754.719970703125,730.47998046875,740.0,1191338,-1
2008-05-01,726.239990234375,728.7999877929688,711.1199951171875,723.0399780273438,977400,1
2008-05-02,728.7999877929688,750.719970703125,728.7999877929688,747.2000122070312,861488,1
2008-05-05,761.8400268554688,775.3599853515625,760.8800048828125,773.9199829101562,917213,0
2008-05-06,775.760009765625,790.719970703125,775.2000122070312,787.0399780273438,946950,-1
2008-05-07,785.8400268554688,799.3599853515625,776.9600219726562,798.4000244140625,1692338,1
2008-05-08,796.0,806.1599731445312,786.4000244140625,805.280029296875,1225888,-1
2008-05-09,814.0,816.9600219726562,805.52001953125,816.9600219726562,1524588,0
2008-05-12,806.5599975585938,817.5999755859375,800.5599975585938,800.8800048828125,1256275,0
2008-05-13,800.9600219726562,819.760009765625,799.8400268554688,813.6799926757812,1497000,0
2008-05-14,809.8400268554688,816.0,800.0,801.760009765625,1138188,-1
2008-05-15,816.0,817.4400024414062,781.52001953125,801.6799926757812,2030875,-1
2008-05-16,822.8800048828125,823.8400268554688,810.719970703125,818.1599731445312,2208500,0
2008-05-19,819.5999755859375,824.0,810.0800170898438,822.4000244140625,960300,1
2008-05-20,831.280029296875,836.9600219726562,829.280029296875,834.4000244140625,1267525,-1
2008-05-21,836.8800048828125,866.47998046875,832.47998046875,866.47998046875,2145613,-1
2008-05-22,862.4000244140625,866.8800048828125,842.239990234375,845.0399780273438,2510988,1
2008-05-23,863.3599853515625,865.760009765625,843.0399780273438,855.5999755859375,1728350,-1
2008-05-27,842.6400146484375,847.2000122070312,830.0800170898438,834.0800170898438,1359088,-1
2008-05-28,824.0800170898438,852.0,820.0800170898438,847.3599853515625,1679575,0
2008-05-29,835.2000122070312,862.4000244140625,816.9600219726562,818.0800170898438,2728800,1
2008-05-30,825.6799926757812,830.8800048828125,810.1599731445312,824.47998046875,1348750,0
2008-06-02,815.52001953125,837.6799926757812,813.6799926757812,824.4000244140625,1017900,0
2008-06-03,817.6799926757812,821.52001953125,792.0,805.2000122070312,1221750,-1
2008-06-04,798.9600219726562,823.9199829101562,788.9600219726562,791.8400268554688,1475813,1
2008-06-05,801.1199951171875,831.5999755859375,793.9199829101562,831.5999755859375,1558638,-1
2008-06-06,867.4400024414062,904.0,858.5599975585938,897.3599853515625,4141775,1
2008-06-09,880.1599731445312,892.9600219726562,863.4400024414062,872.4000244140625,1714813,1
2008-06-10,881.0399780273438,891.280029296875,849.9199829101562,856.1599731445312,2465475,1
2008-06-11,870.1599731445312,898.4000244140625,866.47998046875,887.9199829101562,2239475,-1
2008-06-12,864.0800170898438,893.2000122070312,855.6799926757812,890.1599731445312,1768575,-1
2008-06-13,871.3599853515625,882.3200073242188,868.0,873.5999755859375,1242575,1
2008-06-16,902.0,902.0,864.5599975585938,871.9199829101562,1523525,-1
2008-06-17,866.1599731445312,879.0399780273438,864.239990234375,869.4400024414062,1527938,0
2008-06-18,870.0,888.8800048828125,856.9600219726562,887.1199951171875,1566138,-1
2008-06-19,886.3200073242188,886.3200073242188,855.2000122070312,855.280029296875,2233250,-1
2008-06-20,877.5999755859375,889.760009765625,868.7999877929688,873.1199951171875,2001150,1
2008-06-23,875.6799926757812,894.5599975585938,875.280029296875,887.3599853515625,1513500,0
2008-06-24,883.4400024414062,893.5999755859375,880.0,887.5999755859375,1193625,0
2008-06-25,882.1599731445312,883.2000122070312,854.6400146484375,868.0,1743438,0
2008-06-26,891.0399780273438,908.7999877929688,886.47998046875,904.9600219726562,1909275,0
2008-06-27,910.9600219726562,926.1599731445312,905.2000122070312,910.0,1773950,-1
2008-06-30,921.280029296875,922.6400146484376,901.2000122070312,909.280029296875,1493850,-1
2008-07-01,925.52001953125,927.8400268554688,907.52001953125,916.719970703125,1648513,-1
2008-07-02,910.47998046875,937.8400268554688,909.52001953125,934.719970703125,2266988,0
2008-07-03,934.3200073242188,939.6799926757812,927.3599853515624,934.5599975585938,1158500,1
2008-07-07,914.3200073242188,928.9600219726562,903.760009765625,919.5999755859376,1709525,0
2008-07-08,892.0,893.5999755859375,875.6799926757812,879.3599853515625,2107900,0
2008-07-09,887.52001953125,894.47998046875,876.4000244140625,877.2000122070312,2319950,-1
2008-07-10,891.52001953125,919.3599853515624,883.6799926757812,914.719970703125,1542875,1
2008-07-11,952.6400146484376,953.3599853515624,924.719970703125,939.1199951171876,1859913,1
2008-07-14,940.0,948.0,932.0,939.8400268554688,940838,0
2008-07-15,941.5999755859376,944.1599731445312,880.6400146484375,899.1199951171875,3450950,1
2008-07-16,892.1599731445312,895.52001953125,855.760009765625,874.0,2634125,1
2008-07-17,870.8800048828125,885.9199829101562,837.2000122070312,844.239990234375,2775838,1
2008-07-18,846.719970703125,852.5599975585938,831.280029296875,835.52001953125,1727925,0
2008-07-21,840.7999877929688,855.8400268554688,832.5599975585938,853.3599853515625,1193900,0
2008-07-22,841.5999755859375,842.6400146484375,814.9600219726562,826.5599975585938,1697250,-1
2008-07-23,819.1199951171875,829.8400268554688,800.0,800.1599731445312,2239250,-1
2008-07-24,811.0399780273438,815.4400024414062,796.4000244140625,811.6799926757812,1507450,1
2008-07-25,802.6400146484375,803.280029296875,790.0800170898438,794.1599731445312,1784425,0
2008-07-28,798.4000244140625,805.280029296875,790.6400146484375,804.3200073242188,1211425,-1
2008-07-29,799.760009765625,799.9199829101562,776.239990234375,784.3200073242188,1877688,1
2008-07-30,786.0,821.280029296875,778.7999877929688,817.0399780273438,2491538,0
2008-07-31,817.8400268554688,817.8400268554688,791.9199829101562,799.9199829101562,1724700,0
2008-08-01,796.9600219726562,829.1199951171875,796.0,808.3200073242188,1553825,-1
2008-08-04,801.2000122070312,812.7999877929688,770.7999877929688,780.1599731445312,1949313,1
2008-08-05,773.0399780273438,782.0,763.4400024414062,764.719970703125,1485700,0
2008-08-06,770.4000244140625,776.8800048828125,755.5999755859375,763.3599853515625,2058988,-1
2008-08-07,777.3599853515625,779.8400268554688,760.239990234375,771.52001953125,1414488,0
2008-08-08,761.0399780273438,763.0399780273438,740.1599731445312,741.4400024414062,1327888,0
2008-08-11,748.4000244140625,750.1599731445312,728.6400146484375,740.0800170898438,1612650,-1
2008-08-12,743.5999755859375,744.47998046875,726.4000244140625,731.9199829101562,1686550,1
2008-08-13,733.9199829101562,758.1599731445312,732.9600219726562,750.0,2064000,-1
2008-08-14,745.5999755859375,754.5599975585938,728.3200073242188,741.9199829101562,1236375,0
2008-08-15,731.760009765625,737.5999755859375,720.3200073242188,734.4000244140625,1767025,1
2008-08-18,741.1199951171875,745.0399780273438,723.760009765625,730.0800170898438,1264000,0
2008-08-19,728.47998046875,754.0,718.6400146484375,741.9199829101562,1762713,0
2008-08-20,749.4400024414062,755.6799926757812,727.5999755859375,751.8400268554688,1828025,-1
2008-08-21,774.6400146484375,788.3200073242188,766.4000244140625,785.6799926757812,2189563,1
2008-08-22,774.5599975585938,774.6400146484375,738.0,740.3200073242188,2101238,0
2008-08-25,741.280029296875,747.1199951171875,734.5599975585938,744.7999877929688,1231113,1
2008-08-26,753.280029296875,761.4400024414062,743.280029296875,751.2000122070312,1415075,-1
2008-08-27,768.1599731445312,771.5999755859375,754.0,765.280029296875,1693538,1
2008-08-28,776.719970703125,776.719970703125,737.5999755859375,747.1199951171875,1811200,1
2008-08-29,763.5999755859375,765.52001953125,742.9600219726562,742.9600219726562,1099300,-1
2008-09-02,695.0399780273438,714.4000244140625,694.239990234375,713.52001953125,2745563,0
2008-09-03,698.7999877929688,708.0,693.2000122070312,707.52001953125,1618088,-1
2008-09-04,706.47998046875,708.6400146484375,688.3200073242188,696.1599731445312,1933988,1
2008-09-05,695.2000122070312,697.8400268554688,679.760009765625,688.47998046875,1566663,-1
2008-09-08,698.9600219726562,701.760009765625,676.9600219726562,687.4400024414062,1367538,1
2008-09-09,674.6400146484375,676.8800048828125,657.4400024414062,658.7999877929688,2486588,-1
2008-09-10,670.239990234375,677.4400024414062,653.5999755859375,663.760009765625,1820213,-1
2008-09-11,663.1199951171875,663.6799926757812,646.0800170898438,651.9199829101562,2212113,-1
2008-09-12,657.280029296875,664.0,645.6799926757812,651.9199829101562,2277513,-1
2008-09-15,617.6799926757812,632.4000244140625,607.280029296875,610.4000244140625,2153538,1
2008-09-16,590.0800170898438,605.6799926757812,583.5999755859375,599.9199829101562,2690963,1
2008-09-17,601.8400268554688,627.9199829101562,587.6799926757812,620.0,2539425,0
2008-09-18,637.0399780273438,646.5599975585938,617.2000122070312,633.3599853515625,2115050,0
2008-09-19,660.8800048828125,666.0,635.2000122070312,661.0399780273438,1617125,1
2008-09-22,680.1599731445312,713.280029296875,679.760009765625,700.9600219726562,2319413,0
2008-09-23,704.7999877929688,706.6400146484375,671.280029296875,689.0399780273438,1743725,-1
2008-09-24,702.5599975585938,706.0800170898438,676.4000244140625,678.8800048828125,1378625,1
2008-09-25,673.5999755859375,700.5599975585938,672.5599975585938,693.52001953125,1146725,1
2008-09-26,676.239990234375,693.3599853515625,674.47998046875,689.6799926757812,890900,1
2008-09-29,653.9199829101562,657.3599853515625,613.2000122070312,616.719970703125,1478250,-1
2008-09-30,632.7999877929688,656.6400146484375,628.8800048828125,656.0800170898438,837438,0
2008-10-01,636.5599975585938,651.52001953125,619.2000122070312,636.719970703125,1299075,-1
2008-10-02,623.6799926757812,624.47998046875,603.4400024414062,606.5599975585938,1282450,0
2008-10-03,594.239990234375,619.760009765625,594.239990234375,602.0,1614563,1
2008-10-06,586.3200073242188,593.2000122070312,564.719970703125,572.8800048828125,1692950,-1
2008-10-07,587.8400268554688,593.0399780273438,566.239990234375,579.9199829101562,1345088,1
2008-10-08,569.4400024414062,584.7999877929688,557.52001953125,578.0800170898438,1592988,0
2008-10-09,578.719970703125,582.4000244140625,551.5999755859375,556.7999877929688,1156788,0
2008-10-10,521.2000122070312,544.3200073242188,506.55999755859375,532.0,2015488,0
2008-10-13,537.5999755859375,542.239990234375,524.4000244140625,542.239990234375,755763,-1
2008-10-14,547.8400268554688,550.719970703125,515.5999755859375,520.239990234375,1121100,1
2008-10-15,497.6799926757813,503.1199951171875,485.8399963378906,485.8399963378906,1077675,0
2008-10-16,482.6400146484375,487.6000061035156,451.8399963378906,474.7200012207031,1963700,0
2008-10-17,464.9599914550781,488.7999877929688,461.2799987792969,474.9599914550781,1602763,0
2008-10-20,483.0400085449219,500.0,472.0799865722656,494.3999938964844,1385575,1
2008-10-21,474.3999938964844,476.7999877929688,461.1199951171875,470.1600036621094,1207288,1
2008-10-22,452.0799865722656,453.2799987792969,434.1600036621094,439.4400024414063,1203013,-1
2008-10-23,444.239990234375,454.7999877929688,438.0799865722656,452.7999877929688,1253363,0
2008-10-24,410.9599914550781,429.1199951171875,410.4800109863281,424.0,956388,1
2008-10-27,411.5199890136719,431.3599853515625,406.7999877929688,406.7999877929688,1173313,-1
2008-10-28,422.7999877929688,426.6400146484375,403.5199890136719,425.760009765625,989113,-1
2008-10-29,435.1199951171875,453.6799926757813,431.5199890136719,445.4400024414063,1614475,0
2008-10-30,444.55999755859375,446.8800048828125,420.0,432.0,1272450,1
2008-10-31,423.9200134277344,449.5199890136719,416.1600036621094,444.7200012207031,1220550,1
2008-11-03,430.3999938964844,441.1199951171875,417.2799987792969,419.9200134277344,1124050,-1
2008-11-04,434.7200012207031,470.239990234375,431.4400024414063,459.0400085449219,1899700,1
2008-11-05,447.2000122070313,455.0400085449219,426.239990234375,430.7200012207031,1509175,-1
2008-11-06,417.0400085449219,419.4400024414063,394.4800109863281,401.2000122070313,1998700,1
2008-11-07,404.0,410.0,397.1199951171875,400.3200073242188,951750,-1
2008-11-10,423.4400024414063,426.3999938964844,392.0,409.8399963378906,1603475,-1
2008-11-11,398.7999877929688,399.6000061035156,383.760009765625,384.8800048828125,1189738,-1
2008-11-12,378.7200012207031,380.8800048828125,365.9200134277344,366.0,1273188,0
2008-11-13,373.6799926757813,392.0,361.9200134277344,392.0,1901963,0
2008-11-14,372.8800048828125,381.4400024414063,365.760009765625,369.4400024414063,1722713,0
2008-11-17,372.3999938964844,385.4400024414063,358.3999938964844,361.2799987792969,1396725,0
2008-11-18,362.4800109863281,365.5199890136719,352.1600036621094,358.1600036621094,1008763,1
2008-11-19,357.760009765625,361.2799987792969,346.0799865722656,346.0799865722656,1415213,-1
2008-11-20,333.1199951171875,338.3999938964844,314.8800048828125,316.3999938964844,1831875,0
2008-11-21,326.4800109863281,328.32000732421875,313.2799987792969,328.0,1432750,0
2008-11-24,332.5599975585937,358.239990234375,325.20001220703125,353.0400085449219,1654163,1
2008-11-25,342.32000732421875,343.2799987792969,327.6000061035156,330.8800048828125,1721025,1
2008-11-26,339.3599853515625,356.79998779296875,327.760009765625,356.32000732421875,2214350,1
2008-11-28,342.4800109863281,344.8800048828125,331.3599853515625,336.7200012207031,569463,0
2008-12-01,328.7200012207031,333.1199951171875,318.0,319.1199951171875,1142925,1
2008-12-02,324.0,325.5199890136719,303.67999267578125,308.0,1971413,0
2008-12-03,304.0799865722656,311.0400085449219,300.0,304.3999938964844,2289400,-1
2008-12-04,298.0799865722656,305.5199890136719,281.0400085449219,283.2799987792969,2941438,0
2008-12-05,278.0,281.44000244140625,264.6400146484375,274.0,3072675,1
2008-12-08,280.8800048828125,289.9200134277344,277.0400085449219,288.9599914550781,2599550,-1
2008-12-09,283.2799987792969,288.9599914550781,273.760009765625,275.6000061035156,2031838,1
2008-12-10,286.7200012207031,298.0,272.5599975585937,286.4800109863281,4666225,-1
2008-12-11,297.44000244140625,318.5599975585937,295.760009765625,309.1199951171875,3772275,0
2008-12-12,289.67999267578125,308.9599914550781,287.67999267578125,304.79998779296875,2955450,-1
2008-12-15,320.9599914550781,323.1199951171875,290.0,294.7200012207031,2851038,0
2008-12-16,291.5199890136719,304.8800048828125,282.4800109863281,291.5199890136719,3235725,0
2008-12-17,288.3999938964844,296.32000732421875,274.0799865722656,278.4800109863281,5129100,0
2008-12-18,272.1600036621094,273.1199951171875,256.79998779296875,261.8399963378906,5104588,-1
2008-12-19,257.1199951171875,266.4800109863281,255.44000244140625,264.4800109863281,4811275,-1
2008-12-22,262.7200012207031,265.1199951171875,244.16000366210935,245.0399932861328,3410438,-1
2008-12-23,246.8800048828125,248.47999572753903,233.0399932861328,240.0,3495663,-1
2008-12-24,231.83999633789065,234.72000122070312,228.63999938964844,232.16000366210935,1723750,0
2008-12-26,222.2400054931641,234.0,221.83999633789065,232.8000030517578,2619650,0
2008-12-29,243.44000244140625,247.6000061035156,231.3600006103516,247.3600006103516,3016713,-1
2008-12-30,239.0399932861328,244.2400054931641,233.5200042724609,241.6000061035156,2709138,1
2008-12-31,233.5200042724609,278.9599914550781,233.1999969482422,264.79998779296875,6101900,0
2009-01-02,270.1600036621094,287.2799987792969,267.67999267578125,285.0400085449219,4650038,0
2009-01-05,286.0799865722656,302.6400146484375,284.0799865722656,298.3999938964844,4356250,-1
2009-01-06,306.8800048828125,310.0,294.239990234375,298.0,3957100,-1
2009-01-07,293.67999267578125,294.3999938964844,265.67999267578125,266.1600036621094,5455275,1
2009-01-08,263.8399963378906,266.8800048828125,255.1199951171875,265.6000061035156,4595275,1
2009-01-09,257.0400085449219,261.1199951171875,250.2400054931641,258.9599914550781,4403963,-1
2009-01-12,247.9199981689453,250.47999572753903,244.0,245.1999969482422,4095613,-1
2009-01-13,246.8000030517578,257.44000244140625,244.72000122070312,254.72000122070312,4966563,-1
2009-01-14,252.2400054931641,252.47999572753903,239.67999267578125,249.83999633789065,5507038,-1
2009-01-15,246.8800048828125,247.1199951171875,230.72000122070312,241.44000244140625,6868913,0
2009-01-16,248.0800018310547,249.6000061035156,236.8000030517578,238.8800048828125,4837875,-1
2009-01-20,232.32000732421875,246.32000732421875,227.3600006103516,229.27999877929688,5207863,-1
2009-01-21,232.8000030517578,248.55999755859372,229.1199951171875,248.2400054931641,3989938,-1
2009-01-22,236.32000732421875,246.16000366210935,227.67999267578125,240.16000366210935,5281688,0
2009-01-23,235.27999877929688,264.0,232.8800048828125,258.6400146484375,5471838,1
2009-01-26,259.0400085449219,272.79998779296875,256.0799865722656,257.1199951171875,4432963,0
2009-01-27,248.47999572753903,250.0800018310547,233.44000244140625,236.0,5796250,0
2009-01-28,234.8000030517578,245.0399932861328,229.0399932861328,238.0,6740175,0
2009-01-29,230.2400054931641,237.9199981689453,228.72000122070312,233.75999450683597,4318775,0
2009-01-30,240.16000366210935,241.6000061035156,231.3600006103516,233.75999450683597,3308238,1
2009-02-02,227.5200042724609,236.0,225.1199951171875,227.1999969482422,3504063,0
2009-02-03,225.0399932861328,231.5200042724609,224.8000030517578,230.9600067138672,3154988,-1
2009-02-04,234.3999938964844,240.0,224.0,226.16000366210935,4163238,0
2009-02-05,226.2400054931641,231.75999450683597,222.32000732421875,230.47999572753903,3797425,0
2009-02-06,218.9600067138672,239.5200042724609,218.8000030517578,225.6000061035156,8469925,-1
2009-02-09,231.6000061035156,234.9600067138672,224.0,226.0,4637025,0
2009-02-10,232.2400054931641,232.3999938964844,213.75999450683597,215.27999877929688,5937863,0
2009-02-11,214.8000030517578,217.27999877929688,206.8800048828125,208.63999938964844,4920000,1
2009-02-12,205.27999877929688,210.8800048828125,201.3600006103516,209.0399932861328,5303475,0
2009-02-13,209.1999969482422,209.9199981689453,202.72000122070312,204.8000030517578,4567638,0
2009-02-17,194.47999572753903,195.6000061035156,187.1999969482422,187.67999267578125,4884313,0
2009-02-18,188.32000732421875,189.0399932861328,182.3999938964844,182.8800048828125,5316088,1
2009-02-19,190.63999938964844,196.8800048828125,181.9199981689453,194.2400054931641,6297400,1
2009-02-20,186.0,196.2400054931641,185.67999267578125,194.8000030517578,5260513,0
2009-02-23,199.27999877929688,199.83999633789065,185.3600006103516,186.55999755859372,4623388,-1
2009-02-24,190.3999938964844,196.0,185.44000244140625,195.5200042724609,3345238,-1
2009-02-25,199.44000244140625,209.44000244140625,194.0800018310547,208.0,5809900,-1
2009-02-26,214.47999572753903,221.44000244140625,213.44000244140625,217.83999633789065,6006663,1
2009-02-27,211.5200042724609,219.5200042724609,208.0800018310547,216.3999938964844,3854925,0
2009-03-02,204.32000732421875,205.9199981689453,188.2400054931641,195.83999633789065,3972913,0
2009-03-03,203.44000244140625,204.32000732421875,193.3600006103516,203.1199951171875,3629675,0
2009-03-04,215.5200042724609,223.67999267578125,213.27999877929688,220.8800048828125,5841125,0
2009-03-05,218.63999938964844,219.1999969482422,209.6000061035156,212.47999572753903,3035238,0
2009-03-06,220.0,223.9199981689453,213.83999633789065,223.9199981689453,3075725,1
2009-03-09,223.9199981689453,236.47999572753903,223.75999450683597,229.1999969482422,4504075,-1
2009-03-10,232.8000030517578,234.55999755859372,221.6000061035156,222.63999938964844,2939138,0
2009-03-11,218.47999572753903,222.8800048828125,207.27999877929688,210.3999938964844,4048325,1
2009-03-12,209.75999450683597,227.75999450683597,209.67999267578125,225.83999633789065,4365588,0
2009-03-13,227.1199951171875,231.1199951171875,220.3999938964844,221.0399932861328,3394988,0
2009-03-16,216.0800018310547,228.32000732421875,213.44000244140625,226.0,3633450,-1
2009-03-17,228.9600067138672,239.1199951171875,227.6000061035156,235.5200042724609,3703375,0
2009-03-18,234.9600067138672,239.3600006103516,225.67999267578125,236.8800048828125,3313238,0
2009-03-19,246.0,248.2400054931641,240.55999755859372,242.8800048828125,4430363,0
2009-03-20,243.0399932861328,249.1999969482422,242.0800018310547,246.0800018310547,2887425,0
2009-03-23,245.3600006103516,255.5200042724609,244.3999938964844,254.2400054931641,2953138,-1
2009-03-24,249.1199951171875,255.5200042724609,247.9199981689453,252.8800048828125,2198150,0
2009-03-25,248.0,256.0,245.27999877929688,249.67999267578125,3255938,0
2009-03-26,256.7200012207031,257.2799987792969,251.3600006103516,256.1600036621094,2448225,1
2009-03-27,248.0800018310547,249.0399932861328,244.32000732421875,246.0,1896613,0
2009-03-30,237.75999450683597,238.72000122070312,227.67999267578125,229.6000061035156,2715313,0
2009-03-31,229.44000244140625,235.9199981689453,226.0800018310547,232.3999938964844,1942738,1
2009-04-01,225.27999877929688,229.5200042724609,223.67999267578125,228.63999938964844,2329913,1
2009-04-02,245.9199981689453,249.83999633789065,242.8000030517578,247.83999633789065,3290450,1
2009-04-03,245.75999450683597,248.8000030517578,241.27999877929688,247.44000244140625,1961888,-1
2009-04-06,239.6000061035156,245.75999450683597,235.9199981689453,241.83999633789065,2210600,1
2009-04-07,234.2400054931641,236.72000122070312,231.0399932861328,231.5200042724609,1319838,0
2009-04-08,228.2400054931641,242.2400054931641,226.55999755859372,235.9199981689453,2499713,-1
2009-04-09,245.3600006103516,246.3999938964844,239.3600006103516,245.5200042724609,1494013,0
2009-04-13,232.8000030517578,244.55999755859372,232.0800018310547,237.44000244140625,2160038,1
