Date,Close,Label,Open,High,Low,Volume
2008-01-09,64.44599914550781,-1,64.47320652247768,64.82009409224777,64.35757906231316,2203500
2008-01-10,63.575382232666016,1,64.52761964543662,64.58202920872455,63.4665527275373,2681800
2008-01-11,64.07196807861328,1,63.60945258755007,64.12638288680466,63.52783556454473,1872900
2008-01-14,64.31002044677734,1,64.07195699942594,64.31002044677734,63.935925191751565,906100
2008-01-15,65.03096008300781,0,64.72488610129251,65.04456118005565,64.66366819138278,1435300
2008-01-16,64.5616455078125,1,65.07857544303182,65.22141032198492,64.43241691596621,3505100
2008-01-17,65.39823913574219,-1,64.58883650443535,65.49346236421631,64.56843226823042,2940500
2008-01-18,64.9493408203125,0,64.990154491826,65.13978732311553,64.76569746097472,2676800
2008-01-22,65.64308166503906,-1,65.57506583395615,65.71790063601286,64.82007817360257,5423500
2008-01-23,65.49346923828125,-1,66.64295643172265,66.765387051079,65.2145974761395,7636600
2008-01-24,64.18069458007812,1,64.99009668634584,65.12612829898947,64.16708830524972,5676700
2008-01-25,65.26221466064453,-1,64.06512093516332,65.29622518697384,64.0243072657126,4371100
2008-01-28,65.0173110961914,0,65.07852896589594,65.29618270066051,64.86087523113139,1633500
2008-01-29,64.57526397705078,0,64.80651900871214,64.83372639878037,64.33040265571577,3100200
2008-01-30,64.15352630615234,0,64.4051906510739,64.45960021571712,63.657000757868346,3468000
2008-01-31,64.60928344726562,0,64.82013946907102,64.9085596141635,64.36442207240013,11441000
2008-02-01,64.99761199951172,-1,64.84062713732997,65.11364134568657,64.54031098740643,4163700
2008-02-04,64.32872772216797,1,64.424281914401,64.60856871893111,64.24682189711983,1729600
2008-02-05,64.82015228271484,-1,65.12046843402707,65.25697293518013,64.68364257424886,2594600
2008-02-06,64.62220001220703,-1,64.5880712922926,64.73822932821763,64.40378974376468,1339800
2008-02-07,63.22988128662109,1,64.51986874157147,64.51986874157147,62.82718915956853,5419700
2008-02-08,63.95335388183594,-1,63.64621604817543,63.97383425041935,63.537008244989245,2832800
2008-02-11,64.21955871582031,-1,64.3492417152565,64.6359044649739,63.973851507002585,2960200
2008-02-12,63.83730316162109,-1,63.693971873327406,63.91920898663732,63.44825960559167,2897700
2008-02-13,63.161598205566406,0,63.42778563268645,63.7622253116016,63.06604401159064,3697500
2008-02-14,62.23334884643555,1,62.65652111101819,62.86127785273547,61.87843403640466,7505000
2008-02-15,62.711063385009766,0,62.52678196246708,62.84074618325224,62.42440108002871,3687800
2008-02-19,62.07636260986328,1,62.20604552185068,62.58826226373454,61.86477908593651,2911600
2008-02-20,62.506324768066406,0,61.851094222627104,62.506324768066406,61.81013873351188,2550100
2008-02-21,63.16841506958008,-1,62.84762380849302,63.37317179279942,62.82714865690231,4197200
2008-02-22,62.80668640136719,0,63.127477754918985,63.37319005945595,62.70431061390488,1959700
2008-02-25,62.16508483886719,1,62.7588850055567,62.88856789589656,61.8715955446797,3460900
2008-02-26,62.18560791015625,1,62.08322687611232,62.34258764935,61.92624713691857,2618900
2008-02-27,62.240196228027344,1,62.40400271706567,62.4995569362809,61.8443257728132,2494400
2008-02-28,63.34588241577149,1,63.02509109107467,63.36635757142222,62.922715312821,3410900
2008-02-29,64.31510162353516,-1,63.91923114303842,64.47208133342248,63.83049850001844,3822000
2008-03-03,64.14929962158203,-1,64.16985067555406,64.53293323336905,63.88212546671379,2036900
2008-03-04,63.52585983276367,0,64.35478498595396,64.47809646813344,63.38884417111255,3401100
2008-03-05,62.76544952392578,1,63.75193630605381,63.75193630605381,62.683240114326,3871200
2008-03-06,63.10112762451172,1,62.90245880830654,63.32719957673972,62.79969835487438,1342600
2008-03-07,63.18335723876953,1,63.90952228245558,63.95062438632749,62.84767263509748,3601300
2008-03-10,64.11500549316406,1,63.51215229362804,64.48493992013371,63.4436470797328,3579000
2008-03-11,63.56699752807617,1,63.71086013344164,63.73141118754871,63.16965972661957,3309200
2008-03-12,64.7932357788086,0,63.79989166102153,64.86174100809399,63.6902843394877,4752900
2008-03-13,64.28627014160156,1,65.10149628613327,65.21110880795149,63.888937816542295,5763500
2008-03-14,65.08100891113281,1,64.8206867570707,65.63590847248898,64.8206867570707,6174800
2008-03-17,65.58106231689453,0,65.48514871908105,65.97839475759957,65.29333197668258,3329300
