Date,Open,High,Low,Close,Volume,Label
2008-01-02,112.03437291618152,112.38608631381123,110.00823214707178,110.81103515625,204935600,1
2008-01-03,110.79573881219312,111.23919840614889,110.15349181402767,110.75750732421876,125133300,0
2008-01-04,109.59531531839797,109.67177827869216,107.7373843826676,108.043212890625,232330900,-1
2008-01-07,108.4255530981596,108.74667667584878,107.11812222232614,107.9515151977539,234991000,0
2008-01-08,108.631994832047,109.25894706083426,105.84891213364492,106.20826721191406,326365700,-1
2008-01-09,106.34586606997328,107.6456550737629,105.28309597276372,107.32453155517578,301824900,0
2008-01-10,106.79695206798158,109.18245905571604,106.55993319525602,108.0279312133789,335701200,-1
2008-01-11,107.63800209556533,108.49433138819336,106.2770451840908,107.15631103515624,267076600,0
2008-01-14,107.9285327093949,108.46373844448168,107.3474421970635,108.02027893066406,170365500,-1
2008-01-15,106.88106934795844,108.18086998690808,105.43600771597784,105.64244842529295,239940100,-1
2008-01-16,105.02315798453697,106.3688203339984,104.19740665647606,104.73261260986328,378802600,1
2008-01-17,105.36716439262788,105.42069079397992,101.63599622026427,102.0182876586914,397892600,-1
2008-01-18,103.01992919088698,103.23401152160324,100.23684722496353,100.97084045410156,348561500,1
2008-01-22,97.26263826564116,101.25375808385036,96.3374931976291,99.94632720947266,435923700,0
2008-01-23,97.17086095051768,102.59940549149232,96.9797151802948,102.34709167480467,511913000,1
2008-01-24,102.82114519031605,103.57044512424451,101.92658424873731,103.21109008789062,259949300,-1
2008-01-25,104.37323522194724,104.56438099775474,101.38372415494328,101.72013092041016,269603900,1
2008-01-28,101.88837634431816,103.61634223831362,100.9708786277153,103.40225982666016,217934600,1
2008-01-29,104.05973947852988,104.32733649902094,103.12694738818055,103.91446685791016,168968300,0
2008-01-30,103.66219459044116,105.9253543932025,102.91290629988232,103.1499252319336,334939200,1
2008-01-31,101.99538112958466,105.92533780679288,101.84246684252297,105.03077697753906,343680800,0
2008-02-01,105.4665965505694,106.7434489502144,105.1454730428694,106.72051239013672,206843600,0
2008-02-04,106.43762515039974,106.50643483372228,105.23722400824585,105.3748550415039,124694300,1
2008-02-05,103.9374444775504,104.17446340837174,102.20183730677364,102.55355072021484,286882500,-1
2008-02-06,102.8975866889384,103.40985592457882,101.23844289590892,101.72777557373048,250792900,0
2008-02-07,100.77204274558864,103.05813847192186,100.7185163350778,102.40059661865234,297368100,1
2008-02-08,101.75837103195354,102.62235374513376,101.00144116224506,101.74308776855467,221643500,0
2008-02-11,101.76601090249822,102.62998183506636,100.9555430513798,102.2629852294922,188576300,1
2008-02-12,103.14992203206296,104.22033384251264,102.43885359135348,103.21109008789062,256654400,1
2008-02-13,103.99095442169964,104.7937690964146,103.32577078643376,104.26620483398438,181967800,-1
2008-02-14,104.7096585308575,104.74789002112207,103.05815615097536,103.34870147705078,215207200,1
2008-02-15,102.83640438952706,103.386905034086,102.38530325947754,103.32573699951172,154110300,0
2008-02-19,104.5337998548776,104.66377757876262,102.92052908595691,103.61630249023438,145190000,0
2008-02-20,102.44647956223294,104.4038101601425,102.27061707365982,103.922119140625,220085700,-1
2008-02-21,104.48792957998384,104.75552666587186,102.50766214464082,103.0581512451172,201051200,0
2008-02-22,103.19578230273164,103.86861916641044,101.58251148940168,103.69275665283205,205491000,-1
2008-02-25,103.63161067387476,105.24488183076484,103.05053159206872,105.0002212524414,190107000,1
2008-02-26,104.5567706133987,106.23885160987062,104.36562478046744,105.78775024414062,212420700,1
2008-02-27,105.17605166429112,106.38409438864416,105.06136886343364,105.68067932128906,168395800,1
2008-02-28,104.93141755163988,105.48191846757764,104.40385320164822,104.64851379394533,170831100,-1
2008-02-29,103.67747000655017,103.73862638614992,101.52134012738374,102.31651306152344,252715200,0
2008-03-03,101.7965880109953,102.30885726054396,101.10846792452372,102.07183837890624,189483500,0
2008-03-04,101.10081704840782,101.99537784888795,100.15274149915292,101.6819076538086,282513100,1
2008-03-05,102.0106530256656,103.0428446468488,101.18490206204096,102.32413482666016,270681400,0
2008-03-06,101.6742743369008,101.85777851150102,99.81634269385684,100.2062759399414,247911700,-1
2008-03-07,99.21992248306562,100.72615167297394,98.31006699948956,99.1740493774414,326434600,-1
2008-03-10,99.2734528293622,99.34226249861968,97.55314109826212,97.86662292480467,235683600,-1
2008-03-11,99.94630800505246,101.4754742699197,98.59299259399336,101.38372802734376,341440600,-1
