Date,Close,Label,Open,High,Low,Volume
2008-03-26,678.47998046875,-1,656.239990234375,681.8400268554688,655.8400268554688,770750
2008-03-27,685.8400268554688,-1,680.5599975585938,693.1199951171875,677.1199951171875,590138
2008-03-28,674.9600219726562,-1,680.0800170898438,680.0800170898438,670.9600219726562,612325
2008-03-31,650.8800048828125,1,677.760009765625,684.0,642.8800048828125,975513
2008-04-01,648.47998046875,1,640.0,656.719970703125,638.1599731445312,670963
2008-04-02,670.239990234375,1,646.4000244140625,672.7999877929688,639.6799926757812,772800
2008-04-03,669.2000122070312,1,663.2000122070312,681.5999755859375,661.1199951171875,676438
2008-04-04,679.0399780273438,1,675.52001953125,680.9600219726562,670.7999877929688,553075
2008-04-07,695.4400024414062,0,691.9199829101562,701.0399780273438,691.9199829101562,533788
2008-04-08,697.52001953125,0,696.0,700.6400146484375,689.5999755859375,440988
2008-04-09,711.2000122070312,1,696.719970703125,717.5999755859375,695.52001953125,1025363
2008-04-10,705.4400024414062,1,712.6400146484375,712.719970703125,697.1199951171875,802488
2008-04-11,707.8400268554688,1,701.2000122070312,708.5599975585938,698.9600219726562,478888
2008-04-14,717.1199951171875,1,710.7999877929688,717.6799926757812,707.5999755859375,539688
2008-04-15,731.52001953125,1,728.0800170898438,731.52001953125,725.3599853515625,634438
2008-04-16,737.2000122070312,1,729.760009765625,738.4000244140625,720.1599731445312,986750
2008-04-17,738.9600219726562,1,737.3599853515625,740.8800048828125,732.9600219726562,596563
2008-04-18,750.3200073242188,0,727.8400268554688,750.719970703125,727.2000122070312,1150325
2008-04-21,755.0399780273438,0,747.760009765625,755.0399780273438,741.52001953125,585225
2008-04-22,760.6400146484375,-1,749.4400024414062,766.6400146484375,748.7999877929688,894863
2008-04-23,761.4400024414062,-1,755.2000122070312,764.0800170898438,750.47998046875,1059863
2008-04-24,745.5999755859375,1,747.2000122070312,758.7999877929688,736.47998046875,1388750
2008-04-25,765.280029296875,-1,759.52001953125,770.239990234375,756.4000244140625,1125213
2008-04-28,765.52001953125,-1,766.9600219726562,769.9199829101562,762.0,606150
2008-04-29,743.9199829101562,-1,751.3599853515625,756.239990234375,741.2000122070312,950225
2008-04-30,740.0,1,748.6400146484375,754.719970703125,730.47998046875,1191338
2008-05-01,723.0399780273438,1,726.239990234375,728.7999877929688,711.1199951171875,977400
2008-05-02,747.2000122070312,1,728.7999877929688,750.719970703125,728.7999877929688,861488
2008-05-05,773.9199829101562,1,761.8400268554688,775.3599853515625,760.8800048828125,917213
2008-05-06,787.0399780273438,1,775.760009765625,790.719970703125,775.2000122070312,946950
2008-05-07,798.4000244140625,0,785.8400268554688,799.3599853515625,776.9600219726562,1692338
2008-05-08,805.280029296875,0,796.0,806.1599731445312,786.4000244140625,1225888
2008-05-09,816.9600219726562,0,814.0,816.9600219726562,805.52001953125,1524588
2008-05-12,800.8800048828125,1,806.5599975585938,817.5999755859375,800.5599975585938,1256275
2008-05-13,813.6799926757812,0,800.9600219726562,819.760009765625,799.8400268554688,1497000
2008-05-14,801.760009765625,1,809.8400268554688,816.0,800.0,1138188
2008-05-15,801.6799926757812,1,816.0,817.4400024414062,781.52001953125,2030875
2008-05-16,818.1599731445312,1,822.8800048828125,823.8400268554688,810.719970703125,2208500
2008-05-19,822.4000244140625,1,819.5999755859375,824.0,810.0800170898438,960300
2008-05-20,834.4000244140625,1,831.280029296875,836.9600219726562,829.280029296875,1267525
2008-05-21,866.47998046875,-1,836.8800048828125,866.47998046875,832.47998046875,2145613
2008-05-22,845.0399780273438,-1,862.4000244140625,866.8800048828125,842.239990234375,2510988
2008-05-23,855.5999755859375,-1,863.3599853515625,865.760009765625,843.0399780273438,1728350
2008-05-27,834.0800170898438,0,842.6400146484375,847.2000122070312,830.0800170898438,1359088
2008-05-28,847.3599853515625,-1,824.0800170898438,852.0,820.0800170898438,1679575
2008-05-29,818.0800170898438,-1,835.2000122070312,862.4000244140625,816.9600219726562,2728800
2008-05-30,824.47998046875,-1,825.6799926757812,830.8800048828125,810.1599731445312,1348750
2008-06-02,824.4000244140625,-1,815.52001953125,837.6799926757812,813.6799926757812,1017900
2008-06-03,805.2000122070312,1,817.6799926757812,821.52001953125,792.0,1221750
2008-06-04,791.8400268554688,1,798.9600219726562,823.9199829101562,788.9600219726562,1475813
2008-06-05,831.5999755859375,1,801.1199951171875,831.5999755859375,793.9199829101562,1558638
2008-06-06,897.3599853515625,-1,867.4400024414062,904.0,858.5599975585938,4141775
2008-06-09,872.4000244140625,0,880.1599731445312,892.9600219726562,863.4400024414062,1714813
2008-06-10,856.1599731445312,0,881.0399780273438,891.280029296875,849.9199829101562,2465475
2008-06-11,887.9199829101562,0,870.1599731445312,898.4000244140625,866.47998046875,2239475
2008-06-12,890.1599731445312,0,864.0800170898438,893.2000122070312,855.6799926757812,1768575
2008-06-13,873.5999755859375,0,871.3599853515625,882.3200073242188,868.0,1242575
2008-06-16,871.9199829101562,0,902.0,902.0,864.5599975585938,1523525
2008-06-17,869.4400024414062,0,866.1599731445312,879.0399780273438,864.239990234375,1527938
2008-06-18,887.1199951171875,-1,870.0,888.8800048828125,856.9600219726562,1566138
2008-06-19,855.280029296875,1,886.3200073242188,886.3200073242188,855.2000122070312,2233250
2008-06-20,873.1199951171875,1,877.5999755859375,889.760009765625,868.7999877929688,2001150
2008-06-23,887.3599853515625,0,875.6799926757812,894.5599975585938,875.280029296875,1513500
2008-06-24,887.5999755859375,0,883.4400024414062,893.5999755859375,880.0,1193625
2008-06-25,868.0,1,882.1599731445312,883.2000122070312,854.6400146484375,1743438
2008-06-26,904.9600219726562,1,891.0399780273438,908.7999877929688,886.47998046875,1909275
2008-06-27,910.0,0,910.9600219726562,926.1599731445312,905.2000122070312,1773950
2008-06-30,909.280029296875,0,921.280029296875,922.6400146484376,901.2000122070312,1493850
2008-07-01,916.719970703125,-1,925.52001953125,927.8400268554688,907.52001953125,1648513
2008-07-02,934.719970703125,-1,910.47998046875,937.8400268554688,909.52001953125,2266988
2008-07-03,934.5599975585938,-1,934.3200073242188,939.6799926757812,927.3599853515624,1158500
2008-07-07,919.5999755859376,-1,914.3200073242188,928.9600219726562,903.760009765625,1709525
2008-07-08,879.3599853515625,1,892.0,893.5999755859375,875.6799926757812,2107900
2008-07-09,877.2000122070312,1,887.52001953125,894.47998046875,876.4000244140625,2319950
2008-07-10,914.719970703125,-1,891.52001953125,919.3599853515624,883.6799926757812,1542875
2008-07-11,939.1199951171876,-1,952.6400146484376,953.3599853515624,924.719970703125,1859913
2008-07-14,939.8400268554688,-1,940.0,948.0,932.0,940838
2008-07-15,899.1199951171875,-1,941.5999755859376,944.1599731445312,880.6400146484375,3450950
2008-07-16,874.0,-1,892.1599731445312,895.52001953125,855.760009765625,2634125
2008-07-17,844.239990234375,-1,870.8800048828125,885.9199829101562,837.2000122070312,2775838
2008-07-18,835.52001953125,0,846.719970703125,852.5599975585938,831.280029296875,1727925
2008-07-21,853.3599853515625,-1,840.7999877929688,855.8400268554688,832.5599975585938,1193900
2008-07-22,826.5599975585938,-1,841.5999755859375,842.6400146484375,814.9600219726562,1697250
2008-07-23,800.1599731445312,0,819.1199951171875,829.8400268554688,800.0,2239250
2008-07-24,811.6799926757812,-1,811.0399780273438,815.4400024414062,796.4000244140625,1507450
2008-07-25,794.1599731445312,0,802.6400146484375,803.280029296875,790.0800170898438,1784425
2008-07-28,804.3200073242188,0,798.4000244140625,805.280029296875,790.6400146484375,1211425
2008-07-29,784.3200073242188,1,799.760009765625,799.9199829101562,776.239990234375,1877688
2008-07-30,817.0399780273438,-1,786.0,821.280029296875,778.7999877929688,2491538
2008-07-31,799.9199829101562,-1,817.8400268554688,817.8400268554688,791.9199829101562,1724700
2008-08-01,808.3200073242188,-1,796.9600219726562,829.1199951171875,796.0,1553825
2008-08-04,780.1599731445312,-1,801.2000122070312,812.7999877929688,770.7999877929688,1949313
2008-08-05,764.719970703125,0,773.0399780273438,782.0,763.4400024414062,1485700
2008-08-06,763.3599853515625,-1,770.4000244140625,776.8800048828125,755.5999755859375,2058988
2008-08-07,771.52001953125,-1,777.3599853515625,779.8400268554688,760.239990234375,1414488
2008-08-08,741.4400024414062,0,761.0399780273438,763.0399780273438,740.1599731445312,1327888
2008-08-11,740.0800170898438,0,748.4000244140625,750.1599731445312,728.6400146484375,1612650
2008-08-12,731.9199829101562,0,743.5999755859375,744.47998046875,726.4000244140625,1686550
2008-08-13,750.0,0,733.9199829101562,758.1599731445312,732.9600219726562,2064000
2008-08-14,741.9199829101562,0,745.5999755859375,754.5599975585938,728.3200073242188,1236375
2008-08-15,734.4000244140625,1,731.760009765625,737.5999755859375,720.3200073242188,1767025
2008-08-18,730.0800170898438,1,741.1199951171875,745.0399780273438,723.760009765625,1264000
2008-08-19,741.9199829101562,1,728.47998046875,754.0,718.6400146484375,1762713
2008-08-20,751.8400268554688,1,749.4400024414062,755.6799926757812,727.5999755859375,1828025
2008-08-21,785.6799926757812,-1,774.6400146484375,788.3200073242188,766.4000244140625,2189563
2008-08-22,740.3200073242188,0,774.5599975585938,774.6400146484375,738.0,2101238
2008-08-25,744.7999877929688,0,741.280029296875,747.1199951171875,734.5599975585938,1231113
2008-08-26,751.2000122070312,0,753.280029296875,761.4400024414062,743.280029296875,1415075
2008-08-27,765.280029296875,-1,768.1599731445312,771.5999755859375,754.0,1693538
2008-08-28,747.1199951171875,-1,776.719970703125,776.719970703125,737.5999755859375,1811200
2008-08-29,742.9600219726562,-1,763.5999755859375,765.52001953125,742.9600219726562,1099300
2008-09-02,713.52001953125,-1,695.0399780273438,714.4000244140625,694.239990234375,2745563
2008-09-03,707.52001953125,-1,698.7999877929688,708.0,693.2000122070312,1618088
2008-09-04,696.1599731445312,-1,706.47998046875,708.6400146484375,688.3200073242188,1933988
2008-09-05,688.47998046875,-1,695.2000122070312,697.8400268554688,679.760009765625,1566663
2008-09-08,687.4400024414062,-1,698.9600219726562,701.760009765625,676.9600219726562,1367538
2008-09-09,658.7999877929688,-1,674.6400146484375,676.8800048828125,657.4400024414062,2486588
2008-09-10,663.760009765625,-1,670.239990234375,677.4400024414062,653.5999755859375,1820213
2008-09-11,651.9199829101562,-1,663.1199951171875,663.6799926757812,646.0800170898438,2212113
2008-09-12,651.9199829101562,-1,657.280029296875,664.0,645.6799926757812,2277513
2008-09-15,610.4000244140625,1,617.6799926757812,632.4000244140625,607.280029296875,2153538
2008-09-16,599.9199829101562,1,590.0800170898438,605.6799926757812,583.5999755859375,2690963
2008-09-17,620.0,1,601.8400268554688,627.9199829101562,587.6799926757812,2539425
2008-09-18,633.3599853515625,1,637.0399780273438,646.5599975585938,617.2000122070312,2115050
2008-09-19,661.0399780273438,1,660.8800048828125,666.0,635.2000122070312,1617125
2008-09-22,700.9600219726562,0,680.1599731445312,713.280029296875,679.760009765625,2319413
2008-09-23,689.0399780273438,-1,704.7999877929688,706.6400146484375,671.280029296875,1743725
2008-09-24,678.8800048828125,-1,702.5599975585938,706.0800170898438,676.4000244140625,1378625
2008-09-25,693.52001953125,-1,673.5999755859375,700.5599975585938,672.5599975585938,1146725
2008-09-26,689.6799926757812,-1,676.239990234375,693.3599853515625,674.47998046875,890900
2008-09-29,616.719970703125,1,653.9199829101562,657.3599853515625,613.2000122070312,1478250
2008-09-30,656.0800170898438,-1,632.7999877929688,656.6400146484375,628.8800048828125,837438
2008-10-01,636.719970703125,-1,636.5599975585938,651.52001953125,619.2000122070312,1299075
2008-10-02,606.5599975585938,0,623.6799926757812,624.47998046875,603.4400024414062,1282450
2008-10-03,602.0,0,594.239990234375,619.760009765625,594.239990234375,1614563
2008-10-06,572.8800048828125,-1,586.3200073242188,593.2000122070312,564.719970703125,1692950
2008-10-07,579.9199829101562,-1,587.8400268554688,593.0399780273438,566.239990234375,1345088
2008-10-08,578.0800170898438,-1,569.4400024414062,584.7999877929688,557.52001953125,1592988
2008-10-09,556.7999877929688,-1,578.719970703125,582.4000244140625,551.5999755859375,1156788
2008-10-10,532.0,-1,521.2000122070312,544.3200073242188,506.55999755859375,2015488
2008-10-13,542.239990234375,-1,537.5999755859375,542.239990234375,524.4000244140625,755763
2008-10-14,520.239990234375,-1,547.8400268554688,550.719970703125,515.5999755859375,1121100
2008-10-15,485.8399963378906,0,497.6799926757813,503.1199951171875,485.8399963378906,1077675
2008-10-16,474.7200012207031,-1,482.6400146484375,487.6000061035156,451.8399963378906,1963700
2008-10-17,474.9599914550781,-1,464.9599914550781,488.7999877929688,461.2799987792969,1602763
2008-10-20,494.3999938964844,-1,483.0400085449219,500.0,472.0799865722656,1385575
2008-10-21,470.1600036621094,-1,474.3999938964844,476.7999877929688,461.1199951171875,1207288
2008-10-22,439.4400024414063,-1,452.0799865722656,453.2799987792969,434.1600036621094,1203013
2008-10-23,452.7999877929688,-1,444.239990234375,454.7999877929688,438.0799865722656,1253363
2008-10-24,424.0,0,410.9599914550781,429.1199951171875,410.4800109863281,956388
2008-10-27,406.7999877929688,1,411.5199890136719,431.3599853515625,406.7999877929688,1173313
2008-10-28,425.760009765625,0,422.7999877929688,426.6400146484375,403.5199890136719,989113
2008-10-29,445.4400024414063,0,435.1199951171875,453.6799926757813,431.5199890136719,1614475
2008-10-30,432.0,1,444.55999755859375,446.8800048828125,420.0,1272450
2008-10-31,444.7200012207031,-1,423.9200134277344,449.5199890136719,416.1600036621094,1220550
2008-11-03,419.9200134277344,1,430.3999938964844,441.1199951171875,417.2799987792969,1124050
2008-11-04,459.0400085449219,-1,434.7200012207031,470.239990234375,431.4400024414063,1899700
2008-11-05,430.7200012207031,-1,447.2000122070313,455.0400085449219,426.239990234375,1509175
2008-11-06,401.2000122070313,-1,417.0400085449219,419.4400024414063,394.4800109863281,1998700
2008-11-07,400.3200073242188,-1,404.0,410.0,397.1199951171875,951750
2008-11-10,409.8399963378906,-1,423.4400024414063,426.3999938964844,392.0,1603475
2008-11-11,384.8800048828125,0,398.7999877929688,399.6000061035156,383.760009765625,1189738
2008-11-12,366.0,1,378.7200012207031,380.8800048828125,365.9200134277344,1273188
2008-11-13,392.0,-1,373.6799926757813,392.0,361.9200134277344,1901963
2008-11-14,369.4400024414063,-1,372.8800048828125,381.4400024414063,365.760009765625,1722713
2008-11-17,361.2799987792969,-1,372.3999938964844,385.4400024414063,358.3999938964844,1396725
2008-11-18,358.1600036621094,-1,362.4800109863281,365.5199890136719,352.1600036621094,1008763
2008-11-19,346.0799865722656,-1,357.760009765625,361.2799987792969,346.0799865722656,1415213
2008-11-20,316.3999938964844,1,333.1199951171875,338.3999938964844,314.8800048828125,1831875
2008-11-21,328.0,1,326.4800109863281,328.32000732421875,313.2799987792969,1432750
2008-11-24,353.0400085449219,-1,332.5599975585937,358.239990234375,325.20001220703125,1654163
2008-11-25,330.8800048828125,0,342.32000732421875,343.2799987792969,327.6000061035156,1721025
2008-11-26,356.32000732421875,-1,339.3599853515625,356.79998779296875,327.760009765625,2214350
2008-11-28,336.7200012207031,-1,342.4800109863281,344.8800048828125,331.3599853515625,569463
2008-12-01,319.1199951171875,-1,328.7200012207031,333.1199951171875,318.0,1142925
2008-12-02,308.0,-1,324.0,325.5199890136719,303.67999267578125,1971413
2008-12-03,304.3999938964844,-1,304.0799865722656,311.0400085449219,300.0,2289400
2008-12-04,283.2799987792969,0,298.0799865722656,305.5199890136719,281.0400085449219,2941438
2008-12-05,274.0,1,278.0,281.44000244140625,264.6400146484375,3072675
2008-12-08,288.9599914550781,1,280.8800048828125,289.9200134277344,277.0400085449219,2599550
2008-12-09,275.6000061035156,1,283.2799987792969,288.9599914550781,273.760009765625,2031838
2008-12-10,286.4800109863281,1,286.7200012207031,298.0,272.5599975585937,4666225
2008-12-11,309.1199951171875,-1,297.44000244140625,318.5599975585937,295.760009765625,3772275
2008-12-12,304.79998779296875,-1,289.67999267578125,308.9599914550781,287.67999267578125,2955450
2008-12-15,294.7200012207031,-1,320.9599914550781,323.1199951171875,290.0,2851038
2008-12-16,291.5199890136719,-1,291.5199890136719,304.8800048828125,282.4800109863281,3235725
2008-12-17,278.4800109863281,-1,288.3999938964844,296.32000732421875,274.0799865722656,5129100
2008-12-18,261.8399963378906,-1,272.1600036621094,273.1199951171875,256.79998779296875,5104588
2008-12-19,264.4800109863281,-1,257.1199951171875,266.4800109863281,255.44000244140625,4811275
2008-12-22,245.0399932861328,0,262.7200012207031,265.1199951171875,244.16000366210935,3410438
2008-12-23,240.0,0,246.8800048828125,248.47999572753903,233.0399932861328,3495663
2008-12-24,232.16000366210935,1,231.83999633789065,234.72000122070312,228.63999938964844,1723750
2008-12-26,232.8000030517578,1,222.2400054931641,234.0,221.83999633789065,2619650
2008-12-29,247.3600006103516,1,243.44000244140625,247.6000061035156,231.3600006103516,3016713
2008-12-30,241.6000061035156,1,239.0399932861328,244.2400054931641,233.5200042724609,2709138
2008-12-31,264.79998779296875,1,233.5200042724609,278.9599914550781,233.1999969482422,6101900
2009-01-02,285.0400085449219,0,270.1600036621094,287.2799987792969,267.67999267578125,4650038
2009-01-05,298.3999938964844,-1,286.0799865722656,302.6400146484375,284.0799865722656,4356250
2009-01-06,298.0,-1,306.8800048828125,310.0,294.239990234375,3957100
2009-01-07,266.1600036621094,0,293.67999267578125,294.3999938964844,265.67999267578125,5455275
2009-01-08,265.6000061035156,0,263.8399963378906,266.8800048828125,255.1199951171875,4595275
2009-01-09,258.9599914550781,0,257.0400085449219,261.1199951171875,250.2400054931641,4403963
2009-01-12,245.1999969482422,0,247.9199981689453,250.47999572753903,244.0,4095613
2009-01-13,254.72000122070312,-1,246.8000030517578,257.44000244140625,244.72000122070312,4966563
2009-01-14,249.83999633789065,-1,252.2400054931641,252.47999572753903,239.67999267578125,5507038
2009-01-15,241.44000244140625,-1,246.8800048828125,247.1199951171875,230.72000122070312,6868913
2009-01-16,238.8800048828125,1,248.0800018310547,249.6000061035156,236.8000030517578,4837875
2009-01-20,229.27999877929688,1,232.32000732421875,246.32000732421875,227.3600006103516,5207863
2009-01-21,248.2400054931641,1,232.8000030517578,248.55999755859372,229.1199951171875,3989938
2009-01-22,240.16000366210935,1,236.32000732421875,246.16000366210935,227.67999267578125,5281688
2009-01-23,258.6400146484375,-1,235.27999877929688,264.0,232.8800048828125,5471838
2009-01-26,257.1199951171875,-1,259.0400085449219,272.79998779296875,256.0799865722656,4432963
2009-01-27,236.0,0,248.47999572753903,250.0800018310547,233.44000244140625,5796250
2009-01-28,238.0,0,234.8000030517578,245.0399932861328,229.0399932861328,6740175
2009-01-29,233.75999450683597,0,230.2400054931641,237.9199981689453,228.72000122070312,4318775
2009-01-30,233.75999450683597,0,240.16000366210935,241.6000061035156,231.3600006103516,3308238
2009-02-02,227.1999969482422,0,227.5200042724609,236.0,225.1199951171875,3504063
2009-02-03,230.9600067138672,0,225.0399932861328,231.5200042724609,224.8000030517578,3154988
2009-02-04,226.16000366210935,-1,234.3999938964844,240.0,224.0,4163238
2009-02-05,230.47999572753903,-1,226.2400054931641,231.75999450683597,222.32000732421875,3797425
2009-02-06,225.6000061035156,-1,218.9600067138672,239.5200042724609,218.8000030517578,8469925
2009-02-09,226.0,-1,231.6000061035156,234.9600067138672,224.0,4637025
2009-02-10,215.27999877929688,-1,232.2400054931641,232.3999938964844,213.75999450683597,5937863
2009-02-11,208.63999938964844,-1,214.8000030517578,217.27999877929688,206.8800048828125,4920000
2009-02-12,209.0399932861328,-1,205.27999877929688,210.8800048828125,201.3600006103516,5303475
2009-02-13,204.8000030517578,-1,209.1999969482422,209.9199981689453,202.72000122070312,4567638
2009-02-17,187.67999267578125,0,194.47999572753903,195.6000061035156,187.1999969482422,4884313
2009-02-18,182.8800048828125,1,188.32000732421875,189.0399932861328,182.3999938964844,5316088
2009-02-19,194.2400054931641,1,190.63999938964844,196.8800048828125,181.9199981689453,6297400
2009-02-20,194.8000030517578,1,186.0,196.2400054931641,185.67999267578125,5260513
2009-02-23,186.55999755859372,1,199.27999877929688,199.83999633789065,185.3600006103516,4623388
2009-02-24,195.5200042724609,1,190.3999938964844,196.0,185.44000244140625,3345238
2009-02-25,208.0,0,199.44000244140625,209.44000244140625,194.0800018310547,5809900
2009-02-26,217.83999633789065,-1,214.47999572753903,221.44000244140625,213.44000244140625,6006663
2009-02-27,216.3999938964844,-1,211.5200042724609,219.5200042724609,208.0800018310547,3854925
2009-03-02,195.83999633789065,1,204.32000732421875,205.9199981689453,188.2400054931641,3972913
2009-03-03,203.1199951171875,1,203.44000244140625,204.32000732421875,193.3600006103516,3629675
2009-03-04,220.8800048828125,0,215.5200042724609,223.67999267578125,213.27999877929688,5841125
2009-03-05,212.47999572753903,0,218.63999938964844,219.1999969482422,209.6000061035156,3035238
2009-03-06,223.9199981689453,0,220.0,223.9199981689453,213.83999633789065,3075725
2009-03-09,229.1999969482422,-1,223.9199981689453,236.47999572753903,223.75999450683597,4504075
2009-03-10,222.63999938964844,0,232.8000030517578,234.55999755859372,221.6000061035156,2939138
2009-03-11,210.3999938964844,1,218.47999572753903,222.8800048828125,207.27999877929688,4048325
2009-03-12,225.83999633789065,0,209.75999450683597,227.75999450683597,209.67999267578125,4365588
2009-03-13,221.0399932861328,1,227.1199951171875,231.1199951171875,220.3999938964844,3394988
2009-03-16,226.0,1,216.0800018310547,228.32000732421875,213.44000244140625,3633450
2009-03-17,235.5200042724609,1,228.9600067138672,239.1199951171875,227.6000061035156,3703375
2009-03-18,236.8800048828125,1,234.9600067138672,239.3600006103516,225.67999267578125,3313238
2009-03-19,242.8800048828125,1,246.0,248.2400054931641,240.55999755859372,4430363
2009-03-20,246.0800018310547,1,243.0399932861328,249.1999969482422,242.0800018310547,2887425
2009-03-23,254.2400054931641,0,245.3600006103516,255.5200042724609,244.3999938964844,2953138
2009-03-24,252.8800048828125,-1,249.1199951171875,255.5200042724609,247.9199981689453,2198150
2009-03-25,249.67999267578125,-1,248.0,256.0,245.27999877929688,3255938
2009-03-26,256.1600036621094,-1,256.7200012207031,257.2799987792969,251.3600006103516,2448225
2009-03-27,246.0,-1,248.0800018310547,249.0399932861328,244.32000732421875,1896613
2009-03-30,229.6000061035156,1,237.75999450683597,238.72000122070312,227.67999267578125,2715313
2009-03-31,232.3999938964844,1,229.44000244140625,235.9199981689453,226.0800018310547,1942738
2009-04-01,228.63999938964844,1,225.27999877929688,229.5200042724609,223.67999267578125,2329913
2009-04-02,247.83999633789065,-1,245.9199981689453,249.83999633789065,242.8000030517578,3290450
2009-04-03,247.44000244140625,0,245.75999450683597,248.8000030517578,241.27999877929688,1961888
2009-04-06,241.83999633789065,0,239.6000061035156,245.75999450683597,235.9199981689453,2210600
2009-04-07,231.5200042724609,0,234.2400054931641,236.72000122070312,231.0399932861328,1319838
2009-04-08,235.9199981689453,0,228.2400054931641,242.2400054931641,226.55999755859372,2499713
2009-04-09,245.5200042724609,-1,245.3600006103516,246.3999938964844,239.3600006103516,1494013
2009-04-13,237.44000244140625,0,232.8000030517578,244.55999755859372,232.0800018310547,2160038
2009-04-14,233.67999267578125,-1,237.5200042724609,241.3600006103516,228.55999755859372,1504700
2009-04-15,234.47999572753903,-1,234.32000732421875,236.8000030517578,230.9600067138672,2152450
2009-04-16,234.32000732421875,-1,235.75999450683597,236.32000732421875,231.44000244140625,1431450
2009-04-17,235.6000061035156,-1,238.2400054931641,238.32000732421875,233.83999633789065,1703688
