Date,Close,Label,Open,High,Low,Volume
2008-01-09,107.32453155517578,0,106.34586606997328,107.6456550737629,105.28309597276372,301824900
2008-01-10,108.0279312133789,-1,106.79695206798158,109.18245905571604,106.55993319525602,335701200
2008-01-11,107.15631103515624,-1,107.63800209556533,108.49433138819336,106.2770451840908,267076600
2008-01-14,108.02027893066406,-1,107.9285327093949,108.46373844448168,107.3474421970635,170365500
2008-01-15,105.64244842529295,-1,106.88106934795844,108.18086998690808,105.43600771597784,239940100
2008-01-16,104.73261260986328,-1,105.02315798453697,106.3688203339984,104.19740665647606,378802600
2008-01-17,102.0182876586914,-1,105.36716439262788,105.42069079397992,101.63599622026427,397892600
2008-01-18,100.97084045410156,0,103.01992919088698,103.23401152160324,100.23684722496353,348561500
2008-01-22,99.94632720947266,1,97.26263826564116,101.25375808385036,96.3374931976291,435923700
2008-01-23,102.34709167480467,0,97.17086095051768,102.59940549149232,96.9797151802948,511913000
2008-01-24,103.21109008789062,0,102.82114519031605,103.57044512424451,101.92658424873731,259949300
2008-01-25,101.72013092041016,1,104.37323522194724,104.56438099775474,101.38372415494328,269603900
2008-01-28,103.40225982666016,1,101.88837634431816,103.61634223831362,100.9708786277153,217934600
2008-01-29,103.91446685791016,1,104.05973947852988,104.32733649902094,103.12694738818055,168968300
2008-01-30,103.1499252319336,1,103.66219459044116,105.9253543932025,102.91290629988232,334939200
2008-01-31,105.03077697753906,1,101.99538112958466,105.92533780679288,101.84246684252297,343680800
2008-02-01,106.72051239013672,-1,105.4665965505694,106.7434489502144,105.1454730428694,206843600
2008-02-04,105.3748550415039,-1,106.43762515039974,106.50643483372228,105.23722400824585,124694300
2008-02-05,102.55355072021484,0,103.9374444775504,104.17446340837174,102.20183730677364,286882500
2008-02-06,101.72777557373048,0,102.8975866889384,103.40985592457882,101.23844289590892,250792900
2008-02-07,102.40059661865234,0,100.77204274558864,103.05813847192186,100.7185163350778,297368100
2008-02-08,101.74308776855467,1,101.75837103195354,102.62235374513376,101.00144116224506,221643500
2008-02-11,102.2629852294922,0,101.76601090249822,102.62998183506636,100.9555430513798,188576300
2008-02-12,103.21109008789062,1,103.14992203206296,104.22033384251264,102.43885359135348,256654400
