Date,Open,High,Low,Close,Volume
2008-01-02,63.4257997506179,64.43245279669954,63.39178920318936,64.19438934326172,2959600
2008-01-03,63.935869049962704,64.19433133330182,63.71141209404185,64.10591125488281,1256700
2008-01-04,64.27594028628805,64.47318982628174,64.07188760649451,64.11949920654297,2420200
2008-01-07,64.05828450598217,64.46638466348762,63.956258169287054,64.39836883544922,1315500
2008-01-08,64.23512730920162,64.41877055668235,63.888239853654866,64.32354736328125,1604800
2008-01-09,64.47320652247768,64.82009409224777,64.35757906231316,64.44599914550781,2203500
2008-01-10,64.52761964543662,64.58202920872455,63.4665527275373,63.575382232666016,2681800
2008-01-11,63.60945258755007,64.12638288680466,63.52783556454473,64.07196807861328,1872900
2008-01-14,64.07195699942594,64.31002044677734,63.935925191751565,64.31002044677734,906100
2008-01-15,64.72488610129251,65.04456118005565,64.66366819138278,65.03096008300781,1435300
2008-01-16,65.07857544303182,65.22141032198492,64.43241691596621,64.5616455078125,3505100
2008-01-17,64.58883650443535,65.49346236421631,64.56843226823042,65.39823913574219,2940500
2008-01-18,64.990154491826,65.13978732311553,64.76569746097472,64.9493408203125,2676800
2008-01-22,65.57506583395615,65.71790063601286,64.82007817360257,65.64308166503906,5423500
2008-01-23,66.64295643172265,66.765387051079,65.2145974761395,65.49346923828125,7636600
2008-01-24,64.99009668634584,65.12612829898947,64.16708830524972,64.18069458007812,5676700
2008-01-25,64.06512093516332,65.29622518697384,64.0243072657126,65.26221466064453,4371100
2008-01-28,65.07852896589594,65.29618270066051,64.86087523113139,65.0173110961914,1633500
2008-01-29,64.80651900871214,64.83372639878037,64.33040265571577,64.57526397705078,3100200
2008-01-30,64.4051906510739,64.45960021571712,63.657000757868346,64.15352630615234,3468000
2008-01-31,64.82013946907102,64.9085596141635,64.36442207240013,64.60928344726562,11441000
2008-02-01,64.84062713732997,65.11364134568657,64.54031098740643,64.99761199951172,4163700
2008-02-04,64.424281914401,64.60856871893111,64.24682189711983,64.32872772216797,1729600
2008-02-05,65.12046843402707,65.25697293518013,64.68364257424886,64.82015228271484,2594600
2008-02-06,64.5880712922926,64.73822932821763,64.40378974376468,64.62220001220703,1339800
2008-02-07,64.51986874157147,64.51986874157147,62.82718915956853,63.229881286621094,5419700
2008-02-08,63.64621604817543,63.97383425041935,63.537008244989245,63.95335388183594,2832800
2008-02-11,64.3492417152565,64.6359044649739,63.973851507002585,64.21955871582031,2960200
2008-02-12,63.693971873327406,63.919208986637315,63.44825960559167,63.837303161621094,2897700
2008-02-13,63.427785632686444,63.762225311601604,63.06604401159064,63.161598205566406,3697500
2008-02-14,62.65652111101819,62.86127785273547,61.87843403640466,62.23334884643555,7505000
2008-02-15,62.52678196246708,62.840746183252236,62.42440108002871,62.711063385009766,3687800
2008-02-19,62.20604552185068,62.58826226373454,61.86477908593651,62.07636260986328,2911600
2008-02-20,61.851094222627104,62.506324768066406,61.81013873351188,62.506324768066406,2550100
2008-02-21,62.84762380849302,63.37317179279942,62.82714865690231,63.16841506958008,4197200
2008-02-22,63.127477754918985,63.37319005945595,62.70431061390488,62.80668640136719,1959700
2008-02-25,62.7588850055567,62.888567895896564,61.8715955446797,62.16508483886719,3460900
2008-02-26,62.08322687611232,62.342587649349994,61.92624713691857,62.18560791015625,2618900
2008-02-27,62.40400271706567,62.4995569362809,61.8443257728132,62.240196228027344,2494400
2008-02-28,63.02509109107467,63.36635757142222,62.922715312821,63.345882415771484,3410900
2008-02-29,63.91923114303842,64.47208133342248,63.83049850001844,64.31510162353516,3822000
2008-03-03,64.16985067555406,64.53293323336905,63.88212546671379,64.14929962158203,2036900
2008-03-04,64.35478498595396,64.47809646813344,63.388844171112545,63.52585983276367,3401100
2008-03-05,63.75193630605381,63.75193630605381,62.683240114326,62.76544952392578,3871200
2008-03-06,62.90245880830654,63.327199576739716,62.79969835487438,63.10112762451172,1342600
2008-03-07,63.90952228245558,63.95062438632749,62.84767263509748,63.18335723876953,3601300
2008-03-10,63.51215229362804,64.48493992013371,63.4436470797328,64.11500549316406,3579000
2008-03-11,63.71086013344164,63.73141118754871,63.169659726619564,63.56699752807617,3309200
2008-03-12,63.79989166102153,64.86174100809399,63.6902843394877,64.7932357788086,4752900
2008-03-13,65.10149628613327,65.21110880795149,63.888937816542295,64.28627014160156,5763500
2008-03-14,64.8206867570707,65.63590847248898,64.8206867570707,65.08100891113281,6174800
2008-03-17,65.48514871908105,65.97839475759957,65.29333197668258,65.58106231689453,3329300
2008-03-18,65.28646597191072,65.87562020890529,65.04668988759387,65.32756805419922,4022300
2008-03-19,65.16319679552878,66.7730938583613,65.16319679552878,66.4100112915039,5206400
2008-03-20,66.45107511420736,66.96487208673989,66.36201885388242,66.57438659667969,3905900
2008-03-24,66.09484259078909,66.09484259078909,65.21795806390251,65.28646850585938,5596200
2008-03-25,65.34129644210422,65.64272578564663,65.27279119855778,65.56051635742188,2038200
2008-03-26,65.61529563015554,65.90302067056793,65.23851433245731,65.28646850585938,1652000
2008-03-27,64.83435911220059,65.32760528723591,64.7658538604714,64.82750701904297,2405700
2008-03-28,65.14262253863421,65.46460290767499,64.90970368326875,65.45775604248047,1745500
2008-03-31,65.84141142648083,65.98527404256804,65.53998200613636,65.6906967163086,2546300
2008-04-01,65.22698358377333,65.25450324549281,64.51836935322255,64.62156677246094,3821800
2008-04-02,64.66280099838222,65.26134143618306,64.66280099838222,64.75911712646484,3794200
2008-04-03,65.01375761685979,65.13071232322085,64.75232852343345,64.90367889404297,2839100
2008-04-04,65.4746542298286,65.74296436619896,65.35081837851624,65.49529266357422,1745200
2008-04-07,65.0962644545182,65.20633784021841,64.6009210967718,65.15129852294922,2231800
2008-04-08,65.48156775822754,65.5228446460799,64.84863098323194,64.92430877685547,1305200
2008-04-09,65.05500150455335,65.79801676003332,65.04812552449798,65.59850311279297,2883600
2008-04-10,65.57092815434847,65.70164514893176,65.06182787103586,65.3782958984375,1846500
