Date,Open,High,Low,Close,Volume,GDP,PAYEMS,DTB1YR,DTB6,DTB3,DGS3MO,DGS1MO,CPIAUCSL,BOGMBASE,TEDRATE
2011-11-04,290.3999938964844,291.8399963378906,286.8800048828125,291.67999267578125,1222525,15198.6,131516.0,0.1,0.04,0.01,0.01,0.01,226.955,3201482.0,0.19
2011-11-07,293.8399963378906,296.7200012207031,291.760009765625,296.7200012207031,2039600,15198.6,131516.0,0.1,0.04,0.01,0.01,0.01,226.955,3201482.0,0.19
2011-11-08,298.0799865722656,299.5199890136719,295.3599853515625,299.44000244140625,1358800,15198.6,131516.0,0.1,0.03,0.01,0.01,0.01,226.955,3201482.0,0.19
2011-11-09,294.79998779296875,302.0,291.9200134277344,296.0,2530225,15198.6,131516.0,0.08,0.04,0.01,0.01,0.01,226.955,3201482.0,0.19
2011-11-10,300.8800048828125,303.6000061035156,297.6000061035156,301.760009765625,1540038,15198.6,131516.0,0.09,0.03,0.01,0.01,0.01,226.955,3201482.0,0.19
2011-11-11,302.8800048828125,306.0799865722656,302.8800048828125,305.67999267578125,1187588,15198.6,131516.0,0.09,0.03,0.01,0.01,0.01,226.955,3201482.0,0.19
2011-11-14,303.6000061035156,304.3999938964844,300.5599975585937,302.8800048828125,1095575,15198.6,131516.0,0.09,0.04,0.01,0.01,0.01,226.955,3201482.0,0.19
2011-11-15,304.9599914550781,308.5599975585937,304.0799865722656,307.44000244140625,1679950,15198.6,131516.0,0.09,0.03,0.01,0.01,0.01,226.955,3201482.0,0.19
2011-11-16,314.79998779296875,317.9200134277344,312.5599975585937,314.7200012207031,2814250,15198.6,131516.0,0.08,0.04,0.01,0.01,0.01,226.763,3201482.0,0.19
2011-11-17,312.5599975585937,313.760009765625,303.9200134277344,305.8399963378906,2386913,15198.6,131516.0,0.11,0.05,0.01,0.01,0.01,226.763,3201482.0,0.19
2011-11-18,307.0400085449219,307.44000244140625,298.79998779296875,302.5599975585937,1540513,15198.6,131516.0,0.11,0.04,0.01,0.01,0.01,226.763,3201482.0,0.19
2011-11-21,299.2799987792969,301.3599853515625,294.32000732421875,300.7200012207031,1604513,15198.6,131516.0,0.1,0.04,0.02,0.02,0.01,226.763,3201482.0,0.19
2011-11-22,301.760009765625,304.9599914550781,298.6400146484375,302.5599975585937,1138625,15198.6,131516.0,0.12,0.04,0.01,0.01,0.02,226.763,3201482.0,0.19
2011-11-23,296.9599914550781,299.760009765625,294.6400146484375,297.2799987792969,1434163,15198.6,131516.0,0.11,0.05,0.02,0.02,0.02,226.763,3201482.0,0.19
2011-11-25,296.6400146484375,301.1199951171875,295.67999267578125,297.2799987792969,575613,15198.6,131516.0,0.11,0.06,0.02,0.02,0.02,226.763,3201482.0,0.19
2011-11-28,306.4800109863281,307.0400085449219,300.1600036621094,302.79998779296875,1404950,15198.6,131516.0,0.11,0.06,0.02,0.02,0.02,226.763,3201482.0,0.19
2011-11-29,305.44000244140625,309.3599853515625,304.32000732421875,308.3999938964844,2251888,15198.6,131516.0,0.12,0.07,0.02,0.02,0.02,226.763,3201482.0,0.19
2011-11-30,312.4800109863281,314.0,309.67999267578125,310.239990234375,2405613,15198.6,131516.0,0.12,0.07,0.03,0.03,0.02,226.763,3201482.0,0.19
2011-12-01,309.2799987792969,312.6400146484375,305.44000244140625,308.8800048828125,1174113,15198.6,131516.0,0.13,0.05,0.02,0.02,0.02,226.763,3201482.0,0.19
2011-12-02,311.0400085449219,312.7200012207031,308.239990234375,312.239990234375,1166438,15198.6,131708.0,0.11,0.06,0.01,0.01,0.02,226.763,3201482.0,0.19
2011-12-05,315.760009765625,316.0,309.67999267578125,312.0799865722656,1096500,15198.6,131708.0,0.11,0.05,0.01,0.01,0.02,226.763,3201482.0,0.19
2011-12-06,311.1199951171875,313.2799987792969,309.9200134277344,312.0,1107938,15198.6,131708.0,0.11,0.06,0.02,0.02,0.02,226.763,3201482.0,0.19
2011-12-07,312.5599975585937,313.20001220703125,307.9200134277344,310.4800109863281,1054288,15198.6,131708.0,0.1,0.05,0.01,0.01,0.01,226.763,3201482.0,0.19
2011-12-08,308.1600036621094,309.20001220703125,301.760009765625,302.239990234375,1398388,15198.6,131708.0,0.1,0.04,0.01,0.01,0.0,226.763,3201482.0,0.19
2011-12-09,302.239990234375,308.0799865722656,301.6000061035156,308.0,825500,15198.6,131708.0,0.1,0.05,0.02,0.02,0.0,226.763,3201482.0,0.19
2011-12-12,303.67999267578125,303.9200134277344,301.3599853515625,303.0400085449219,818825,15198.6,131708.0,0.09,0.04,0.01,0.01,0.0,226.763,3201482.0,0.19
2011-12-13,304.5599975585937,312.7200012207031,304.5599975585937,308.8800048828125,2517288,15198.6,131708.0,0.1,0.05,0.01,0.01,0.0,226.763,3201482.0,0.19
2011-12-14,299.20001220703125,300.6400146484375,291.0400085449219,293.2799987792969,2901813,15198.6,131708.0,0.1,0.05,0.01,0.01,0.0,226.763,3201482.0,0.19
2011-12-15,295.20001220703125,295.5199890136719,288.3999938964844,289.0400085449219,1577088,15198.6,131708.0,0.11,0.06,0.01,0.01,0.0,226.763,3201482.0,0.19
2011-12-16,289.44000244140625,292.0,285.8399963378906,290.1600036621094,1572350,15198.6,131708.0,0.12,0.05,0.01,0.01,0.0,226.72,3201482.0,0.19
2011-12-19,291.1199951171875,291.6000061035156,287.44000244140625,289.6000061035156,927275,15198.6,131708.0,0.12,0.05,0.0,0.0,0.0,226.72,3201482.0,0.19
2011-12-20,298.3999938964844,300.8800048828125,297.760009765625,300.4800109863281,1255200,15198.6,131708.0,0.11,0.04,0.0,0.0,0.0,226.72,3201482.0,0.19
2011-12-21,301.3599853515625,305.9200134277344,300.1600036621094,304.8800048828125,1341000,15198.6,131708.0,0.11,0.04,0.01,0.01,0.0,226.72,3201482.0,0.19
2011-12-22,306.1600036621094,308.3999938964844,305.67999267578125,306.239990234375,672100,15198.6,131708.0,0.12,0.04,0.01,0.01,0.0,226.72,3201482.0,0.19
2011-12-23,307.760009765625,308.8800048828125,306.9599914550781,307.9200134277344,270275,15198.6,131708.0,0.12,0.04,0.01,0.01,0.0,226.72,3201482.0,0.19
2011-12-27,307.9200134277344,313.67999267578125,307.67999267578125,312.4800109863281,979263,15198.6,131708.0,0.11,0.03,0.01,0.01,0.0,226.72,3201482.0,0.19
2011-12-28,311.0400085449219,311.1199951171875,305.5199890136719,306.7200012207031,706788,15198.6,131708.0,0.11,0.04,0.01,0.01,0.0,226.72,3201482.0,0.19
2011-12-29,307.1199951171875,307.67999267578125,302.9599914550781,307.2799987792969,1115538,15198.6,131708.0,0.11,0.06,0.02,0.02,0.01,226.72,3201482.0,0.19
2011-12-30,304.79998779296875,307.9200134277344,303.9200134277344,304.8800048828125,514288,15198.6,131708.0,0.11,0.05,0.01,0.01,0.0,226.72,3201482.0,0.19
2012-01-03,313.9200134277344,318.0,313.9200134277344,317.5199890136719,1546238,15198.6,131708.0,0.11,0.07,0.02,0.02,0.0,226.72,3201482.0,0.19
2012-01-04,316.0,319.67999267578125,315.0400085449219,318.1600036621094,1726600,15198.6,131708.0,0.11,0.06,0.02,0.02,0.01,226.72,3201482.0,0.19
2012-01-05,315.9200134277344,318.79998779296875,312.9599914550781,313.3599853515625,1474950,15198.6,131708.0,0.11,0.06,0.02,0.02,0.01,226.72,3201482.0,0.19
2012-01-06,315.1199951171875,315.1199951171875,310.8800048828125,313.760009765625,1220075,15198.6,131900.0,0.11,0.06,0.02,0.02,0.01,226.72,3201482.0,0.19
2012-01-09,312.8800048828125,313.1199951171875,308.4800109863281,312.6400146484375,938663,15198.6,131900.0,0.1,0.07,0.02,0.02,0.01,226.72,3201482.0,0.19
2012-01-10,316.5599975585937,317.8399963378906,314.6400146484375,314.7200012207031,882788,15198.6,131900.0,0.11,0.05,0.02,0.02,0.02,226.72,3201482.0,0.19
2012-01-11,312.7200012207031,314.4800109863281,309.9200134277344,311.3599853515625,1107638,15198.6,131900.0,0.1,0.05,0.01,0.01,0.01,226.72,3201482.0,0.19
2012-01-12,314.32000732421875,317.2799987792969,303.6000061035156,304.4800109863281,2293825,15198.6,131900.0,0.11,0.05,0.02,0.02,0.01,226.72,3201482.0,0.19
2012-01-13,303.20001220703125,305.67999267578125,301.1199951171875,305.2799987792969,1408650,15198.6,131900.0,0.11,0.05,0.02,0.02,0.01,226.72,3201482.0,0.19
2012-01-17,308.7200012207031,310.7200012207031,306.4800109863281,310.32000732421875,1271813,15198.6,131900.0,0.11,0.06,0.03,0.03,0.02,226.72,3201482.0,0.19
2012-01-18,311.0400085449219,312.239990234375,307.5199890136719,310.6400146484375,1556900,15198.6,131900.0,0.1,0.06,0.03,0.03,0.02,226.72,3201482.0,0.19
2012-01-19,312.6400146484375,312.8800048828125,307.760009765625,309.5199890136719,1315213,15198.6,131900.0,0.11,0.06,0.03,0.03,0.02,226.747,3201482.0,0.19
2012-01-20,305.3599853515625,305.6000061035156,301.44000244140625,302.239990234375,1650700,15198.6,131900.0,0.11,0.07,0.03,0.03,0.02,226.747,3201482.0,0.19
2012-01-23,304.1600036621094,308.1600036621094,303.67999267578125,307.1199951171875,1058813,15198.6,131900.0,0.11,0.07,0.05,0.05,0.04,226.747,3201482.0,0.19
2012-01-24,302.3999938964844,305.6000061035156,302.0,304.79998779296875,808288,15198.6,131900.0,0.11,0.07,0.05,0.05,0.03,226.747,3201482.0,0.19
2012-01-25,302.5599975585937,308.6400146484375,299.9200134277344,306.79998779296875,1774825,15198.6,131900.0,0.11,0.07,0.04,0.04,0.03,226.747,3201482.0,0.19
2012-01-26,311.5199890136719,311.67999267578125,305.1199951171875,306.9599914550781,881725,15198.6,131900.0,0.11,0.07,0.04,0.04,0.02,226.747,3201482.0,0.19
2012-01-27,306.239990234375,309.3599853515625,304.7200012207031,306.3999938964844,905850,15294.3,131900.0,0.11,0.07,0.04,0.04,0.03,226.747,3201482.0,0.19
2012-01-30,303.44000244140625,306.239990234375,302.6400146484375,304.0799865722656,668700,15294.3,131900.0,0.11,0.08,0.05,0.05,0.04,226.747,3201482.0,0.19
2012-01-31,310.6400146484375,310.7200012207031,300.8800048828125,302.5599975585937,1210913,15294.3,131900.0,0.11,0.08,0.06,0.06,0.05,226.747,3201482.0,0.19
2012-02-01,305.0400085449219,305.8399963378906,298.79998779296875,299.0400085449219,1295413,15294.3,131900.0,0.11,0.08,0.05,0.05,0.05,226.747,3201482.0,0.19
2012-02-02,297.2799987792969,298.5599975585937,293.44000244140625,297.0400085449219,1146975,15294.3,131900.0,0.12,0.08,0.06,0.06,0.04,226.747,3201482.0,0.19
2012-02-03,297.9200134277344,301.3599853515625,296.5599975585937,300.7200012207031,1430913,15294.3,132409.0,0.12,0.09,0.06,0.06,0.05,226.747,3201482.0,0.19
2012-02-06,298.6400146484375,300.239990234375,297.0400085449219,298.6400146484375,765763,15294.3,132409.0,0.13,0.1,0.08,0.08,0.07,226.747,3201482.0,0.19
2012-02-07,296.5599975585937,304.6400146484375,296.32000732421875,303.6000061035156,1279625,15294.3,132409.0,0.13,0.1,0.08,0.08,0.06,226.747,3201482.0,0.19
2012-02-08,306.8800048828125,307.5199890136719,301.5199890136719,304.32000732421875,1130725,15294.3,132409.0,0.13,0.1,0.08,0.08,0.04,226.747,3201482.0,0.19
2012-02-09,307.1199951171875,307.8399963378906,305.20001220703125,306.6400146484375,582938,15294.3,132409.0,0.14,0.11,0.08,0.08,0.06,226.747,3201482.0,0.19
2012-02-10,300.3999938964844,304.1600036621094,300.0799865722656,304.1600036621094,751075,15294.3,132409.0,0.15,0.11,0.09,0.09,0.06,226.747,3201482.0,0.19
2012-02-13,308.0799865722656,310.32000732421875,305.20001220703125,309.5199890136719,1801000,15294.3,132409.0,0.15,0.12,0.09,0.09,0.06,226.747,3201482.0,0.19
2012-02-14,312.4800109863281,312.79998779296875,308.0799865722656,310.7200012207031,1052325,15294.3,132409.0,0.15,0.12,0.09,0.09,0.05,226.747,3201482.0,0.19
2012-02-15,312.4800109863281,313.44000244140625,310.9599914550781,313.44000244140625,1107075,15294.3,132409.0,0.15,0.14,0.11,0.11,0.06,226.747,3201482.0,0.19
2012-02-16,312.239990234375,315.20001220703125,311.44000244140625,314.239990234375,795000,15294.3,132409.0,0.17,0.15,0.12,0.12,0.09,226.747,3201482.0,0.19
2012-02-17,317.67999267578125,318.0,315.44000244140625,318.0,986850,15294.3,132409.0,0.17,0.13,0.11,0.11,0.09,227.505,3201482.0,0.19
2012-02-21,321.0400085449219,325.9200134277344,320.32000732421875,324.6400146484375,1423688,15294.3,132409.0,0.16,0.13,0.1,0.1,0.04,227.505,3201482.0,0.19
2012-02-22,324.0,326.6400146484375,323.44000244140625,324.7200012207031,1106025,15294.3,132409.0,0.17,0.13,0.09,0.09,0.03,227.505,3201482.0,0.19
2012-02-23,324.4800109863281,331.2799987792969,322.79998779296875,330.9599914550781,1214988,15294.3,132409.0,0.16,0.13,0.08,0.08,0.03,227.505,3201482.0,0.19
2012-02-24,332.79998779296875,336.5599975585937,330.3999938964844,336.0799865722656,1503988,15294.3,132409.0,0.16,0.13,0.09,0.09,0.07,227.505,3201482.0,0.19
2012-02-27,332.239990234375,334.79998779296875,328.239990234375,329.44000244140625,1417188,15294.3,132409.0,0.16,0.14,0.09,0.09,0.07,227.505,3201482.0,0.19
2012-02-28,330.9599914550781,332.8800048828125,325.2799987792969,326.32000732421875,1242913,15294.3,132409.0,0.17,0.14,0.1,0.1,0.08,227.505,3201482.0,0.19
2012-02-29,326.79998779296875,328.5599975585937,320.79998779296875,327.3599853515625,2474675,15294.3,132409.0,0.16,0.14,0.12,0.12,0.08,227.505,3201482.0,0.19
2012-03-01,329.1199951171875,338.3999938964844,326.5599975585937,334.0,3071988,15294.3,132409.0,0.17,0.14,0.1,0.1,0.1,227.505,3201482.0,0.19
2012-03-02,330.239990234375,330.5599975585937,323.8399963378906,326.1600036621094,1930275,15294.3,132409.0,0.17,0.13,0.08,0.08,0.08,227.505,3201482.0,0.19
2012-03-05,327.44000244140625,327.9200134277344,324.5599975585937,327.760009765625,924863,15294.3,132409.0,0.17,0.13,0.08,0.08,0.07,227.505,3201482.0,0.19
2012-03-06,320.79998779296875,323.20001220703125,319.760009765625,321.0400085449219,1261475,15294.3,132409.0,0.16,0.12,0.07,0.07,0.06,227.505,3201482.0,0.19
2012-03-07,320.239990234375,325.9200134277344,319.2799987792969,324.8800048828125,1109288,15294.3,132409.0,0.16,0.14,0.08,0.08,0.07,227.505,3201482.0,0.19
2012-03-08,325.44000244140625,328.0,323.8399963378906,326.5599975585937,911325,15294.3,132409.0,0.17,0.13,0.08,0.08,0.06,227.505,3201482.0,0.19
2012-03-09,326.4800109863281,330.8800048828125,325.9200134277344,328.7200012207031,935900,15294.3,132697.0,0.18,0.14,0.08,0.08,0.07,227.505,3201482.0,0.19
2012-03-12,324.4800109863281,326.0799865722656,322.3999938964844,325.6000061035156,645075,15294.3,132697.0,0.18,0.13,0.09,0.09,0.06,227.505,3201482.0,0.19
2012-03-13,324.6400146484375,328.4800109863281,323.5199890136719,326.6400146484375,893375,15294.3,132697.0,0.18,0.15,0.09,0.09,0.05,227.505,3201482.0,0.19
2012-03-14,325.3599853515625,327.5199890136719,321.760009765625,323.2799987792969,1092875,15294.3,132697.0,0.19,0.15,0.08,0.08,0.06,227.505,3201482.0,0.19
2012-03-15,323.2799987792969,324.4800109863281,317.6000061035156,322.239990234375,3414350,15294.3,132697.0,0.2,0.15,0.09,0.09,0.08,227.505,3201482.0,0.19
2012-03-16,323.44000244140625,329.3599853515625,322.7200012207031,328.239990234375,1076550,15294.3,132697.0,0.2,0.15,0.08,0.08,0.08,228.433,3201482.0,0.19
2012-03-19,329.5199890136719,331.0400085449219,328.4800109863281,330.32000732421875,724188,15294.3,132697.0,0.2,0.15,0.09,0.09,0.07,228.433,3201482.0,0.19
2012-03-20,326.239990234375,326.3999938964844,321.8399963378906,323.44000244140625,1215913,15294.3,132697.0,0.2,0.15,0.1,0.1,0.07,228.433,3201482.0,0.19
2012-03-21,324.239990234375,327.760009765625,323.44000244140625,325.2799987792969,1052400,15294.3,132697.0,0.21,0.15,0.1,0.1,0.08,228.433,3201482.0,0.19
2012-03-22,319.20001220703125,321.44000244140625,318.239990234375,321.1199951171875,1327450,15294.3,132697.0,0.21,0.15,0.1,0.1,0.08,228.433,3201482.0,0.19
2012-03-23,321.67999267578125,329.67999267578125,320.32000732421875,325.5199890136719,2200050,15294.3,132697.0,0.18,0.14,0.08,0.08,0.06,228.433,3201482.0,0.19
2012-03-26,325.67999267578125,326.7200012207031,324.6400146484375,326.1600036621094,543525,15294.3,132697.0,0.18,0.14,0.08,0.08,0.06,228.433,3201482.0,0.19
2012-03-27,326.79998779296875,328.0,324.32000732421875,325.67999267578125,932513,15294.3,132697.0,0.18,0.15,0.09,0.09,0.06,228.433,3201482.0,0.19
2012-03-28,321.0400085449219,321.6000061035156,318.79998779296875,321.5199890136719,1227575,15294.3,132697.0,0.17,0.14,0.09,0.09,0.07,228.433,3201482.0,0.19
2012-03-29,320.239990234375,320.9599914550781,310.9599914550781,314.32000732421875,1600488,15294.3,132697.0,0.17,0.14,0.09,0.09,0.05,228.433,3201482.0,0.19
2012-03-30,315.0400085449219,317.0400085449219,312.9599914550781,313.8399963378906,735475,15294.3,132697.0,0.17,0.14,0.07,0.07,0.02,228.433,3201482.0,0.19
2012-04-02,311.44000244140625,321.0400085449219,311.0400085449219,320.239990234375,959613,15294.3,132697.0,0.18,0.15,0.07,0.07,0.05,228.433,3201482.0,0.19
2012-04-03,319.6000061035156,320.1600036621094,315.44000244140625,317.2799987792969,628650,15294.3,132697.0,0.17,0.14,0.08,0.08,0.05,228.433,3201482.0,0.19
2012-04-04,312.9599914550781,313.8399963378906,307.760009765625,310.7200012207031,1086675,15294.3,132697.0,0.2,0.15,0.08,0.08,0.07,228.433,3201482.0,0.19
2012-04-05,309.8399963378906,314.79998779296875,309.67999267578125,314.0799865722656,532288,15294.3,132697.0,0.19,0.14,0.08,0.08,0.08,228.433,3201482.0,0.19
2012-04-09,308.4800109863281,312.32000732421875,306.8800048828125,311.760009765625,715500,15294.3,132697.0,0.19,0.14,0.07,0.07,0.06,228.433,3201482.0,0.19
2012-04-10,311.0400085449219,313.3599853515625,306.4800109863281,308.0799865722656,825250,15294.3,132697.0,0.19,0.15,0.09,0.09,0.07,228.433,3201482.0,0.19
2012-04-11,309.44000244140625,313.8399963378906,308.5599975585937,312.0799865722656,1029088,15294.3,132697.0,0.19,0.15,0.09,0.09,0.08,228.433,3201482.0,0.19
2012-04-12,313.20001220703125,317.1199951171875,313.0400085449219,315.5199890136719,724200,15294.3,132697.0,0.18,0.14,0.09,0.09,0.08,228.433,3201482.0,0.19
2012-04-13,314.0,314.6400146484375,312.1600036621094,313.20001220703125,508963,15294.3,132697.0,0.18,0.14,0.09,0.09,0.08,229.098,3201482.0,0.19
2012-04-16,313.0400085449219,314.4800109863281,309.8399963378906,313.44000244140625,720338,15294.3,132697.0,0.18,0.14,0.09,0.09,0.08,229.098,3201482.0,0.19
2012-04-17,318.6400146484375,319.1199951171875,316.32000732421875,317.1199951171875,675913,15294.3,132697.0,0.17,0.14,0.08,0.08,0.07,229.098,3201482.0,0.19
2012-04-18,315.760009765625,316.5599975585937,310.8800048828125,312.3999938964844,641925,15294.3,132697.0,0.17,0.13,0.08,0.08,0.07,229.098,3201482.0,0.19
2012-04-19,312.32000732421875,313.1199951171875,309.3599853515625,311.67999267578125,689088,15294.3,132697.0,0.17,0.13,0.07,0.07,0.05,229.098,3201482.0,0.19
2012-04-20,316.0799865722656,316.8800048828125,312.9599914550781,315.1199951171875,670525,15294.3,132697.0,0.16,0.12,0.07,0.07,0.04,229.098,3201482.0,0.19
2012-04-23,309.8399963378906,312.3999938964844,308.3999938964844,312.239990234375,693913,15294.3,132697.0,0.17,0.13,0.08,0.08,0.04,229.098,3201482.0,0.19
2012-04-24,314.9599914550781,315.1199951171875,312.0799865722656,313.3599853515625,517850,15294.3,132697.0,0.16,0.13,0.08,0.08,0.04,229.098,3201482.0,0.19
2012-04-25,314.6400146484375,316.7200012207031,312.32000732421875,315.2799987792969,1070063,15294.3,132697.0,0.17,0.14,0.09,0.09,0.07,229.098,3201482.0,0.19
2012-04-26,315.5199890136719,317.760009765625,315.0400085449219,316.239990234375,669163,15294.3,132697.0,0.17,0.14,0.09,0.09,0.08,229.098,3201482.0,0.19
2012-04-27,316.3999938964844,318.0,315.0400085449219,316.9599914550781,480638,15461.8,132697.0,0.17,0.15,0.09,0.09,0.09,229.098,3201482.0,0.19
2012-04-30,315.44000244140625,318.4800109863281,314.9599914550781,317.44000244140625,609150,15461.8,132697.0,0.18,0.14,0.09,0.09,0.07,229.098,3201482.0,0.19
2012-05-01,317.0400085449219,322.32000732421875,317.0400085449219,321.20001220703125,757450,15461.8,132697.0,0.19,0.15,0.1,0.1,0.07,229.098,3201482.0,0.19
2012-05-02,320.0799865722656,320.4800109863281,317.67999267578125,319.1199951171875,713513,15461.8,132697.0,0.19,0.15,0.09,0.09,0.07,229.098,3201482.0,0.19
2012-05-03,315.44000244140625,315.5199890136719,310.0,310.6400146484375,1134963,15461.8,132697.0,0.18,0.15,0.08,0.08,0.06,229.098,3201482.0,0.19
2012-05-04,302.7200012207031,303.9200134277344,295.3599853515625,298.32000732421875,2510975,15461.8,132989.0,0.19,0.15,0.09,0.09,0.05,229.098,3201482.0,0.19
2012-05-07,294.8800048828125,297.2799987792969,292.0,296.3999938964844,1345650,15461.8,132989.0,0.18,0.14,0.07,0.07,0.05,229.098,3201482.0,0.19
2012-05-08,293.8399963378906,295.20001220703125,289.20001220703125,294.9599914550781,1337388,15461.8,132989.0,0.18,0.15,0.1,0.1,0.06,229.098,3201482.0,0.19
2012-05-09,289.9200134277344,293.2799987792969,288.239990234375,292.1600036621094,1426500,15461.8,132989.0,0.18,0.15,0.09,0.09,0.08,229.098,3201482.0,0.19
2012-05-10,294.8800048828125,295.760009765625,292.3999938964844,292.8800048828125,593325,15461.8,132989.0,0.18,0.15,0.09,0.09,0.07,229.098,3201482.0,0.19
2012-05-11,290.1600036621094,294.1600036621094,289.9200134277344,290.0799865722656,563388,15461.8,132989.0,0.18,0.15,0.1,0.1,0.08,229.098,3201482.0,0.19
2012-05-14,285.67999267578125,287.8399963378906,284.239990234375,284.8800048828125,657463,15461.8,132989.0,0.18,0.15,0.1,0.1,0.07,229.098,3201482.0,0.19
2012-05-15,286.3999938964844,287.760009765625,281.760009765625,282.239990234375,784375,15461.8,132989.0,0.18,0.15,0.1,0.1,0.07,229.177,3201482.0,0.19
2012-05-16,281.5199890136719,285.1199951171875,279.5199890136719,280.3999938964844,1330638,15461.8,132989.0,0.18,0.15,0.09,0.09,0.08,229.177,3201482.0,0.19
2012-05-17,283.0400085449219,283.6000061035156,278.8800048828125,280.32000732421875,721625,15461.8,132989.0,0.19,0.15,0.1,0.1,0.08,229.177,3201482.0,0.19
2012-05-18,279.1199951171875,280.32000732421875,275.44000244140625,275.44000244140625,901425,15461.8,132989.0,0.19,0.16,0.1,0.1,0.08,229.177,3201482.0,0.19
2012-05-21,277.44000244140625,281.5199890136719,276.79998779296875,281.20001220703125,692525,15461.8,132989.0,0.19,0.15,0.08,0.08,0.06,229.177,3201482.0,0.19
2012-05-22,279.2799987792969,280.0,275.1199951171875,275.8399963378906,660525,15461.8,132989.0,0.2,0.14,0.09,0.09,0.06,229.177,3201482.0,0.19
2012-05-23,275.3599853515625,275.67999267578125,269.2799987792969,272.7200012207031,1162500,15461.8,132989.0,0.2,0.14,0.09,0.09,0.07,229.177,3201482.0,0.19
2012-05-24,274.32000732421875,276.0,272.0,274.0799865722656,896475,15461.8,132989.0,0.19,0.13,0.09,0.09,0.07,229.177,3201482.0,0.19
2012-05-25,273.67999267578125,274.9599914550781,273.2799987792969,273.760009765625,387750,15461.8,132989.0,0.2,0.14,0.1,0.1,0.08,229.177,3201482.0,0.19
2012-05-29,276.239990234375,278.0799865722656,272.239990234375,273.8399963378906,777938,15461.8,132989.0,0.19,0.14,0.09,0.09,0.07,229.177,3201482.0,0.19
2012-05-30,268.1600036621094,268.32000732421875,263.44000244140625,264.1600036621094,909888,15461.8,132989.0,0.19,0.14,0.09,0.09,0.06,229.177,3201482.0,0.19
2012-05-31,264.32000732421875,264.7200012207031,258.9599914550781,260.8800048828125,1363000,15461.8,132989.0,0.19,0.13,0.07,0.07,0.05,229.177,3201482.0,0.19
2012-06-01,253.6000061035156,254.9600067138672,248.2400054931641,251.44000244140625,1827250,15461.8,133009.0,0.18,0.14,0.07,0.07,0.03,229.177,3201482.0,0.19
2012-06-04,250.72000122070312,254.47999572753903,249.83999633789065,254.0800018310547,1482438,15461.8,133009.0,0.17,0.12,0.07,0.07,0.03,229.177,3201482.0,0.19
2012-06-05,252.8800048828125,254.63999938964844,252.47999572753903,254.0800018310547,928925,15461.8,133009.0,0.18,0.13,0.08,0.08,0.04,229.177,3201482.0,0.19
2012-06-06,256.7200012207031,260.0799865722656,255.6000061035156,257.20001220703125,1311325,15461.8,133009.0,0.18,0.14,0.08,0.08,0.05,229.177,3201482.0,0.19
2012-06-07,262.1600036621094,262.3999938964844,252.8800048828125,253.75999450683597,1021538,15461.8,133009.0,0.18,0.13,0.09,0.09,0.05,229.177,3201482.0,0.19
2012-06-08,249.5200042724609,255.1999969482422,249.0399932861328,254.3999938964844,1111950,15461.8,133009.0,0.18,0.14,0.09,0.09,0.04,229.177,3201482.0,0.19
2012-06-11,255.1999969482422,255.1999969482422,245.3600006103516,245.6000061035156,1247625,15461.8,133009.0,0.18,0.14,0.09,0.09,0.04,229.177,3201482.0,0.19
2012-06-12,250.55999755859372,252.32000732421875,248.9600067138672,251.3600006103516,846613,15461.8,133009.0,0.17,0.15,0.09,0.09,0.05,229.177,3201482.0,0.19
2012-06-13,248.32000732421875,253.1999969482422,247.67999267578125,248.8000030517578,891650,15461.8,133009.0,0.18,0.15,0.1,0.1,0.06,229.177,3201482.0,0.19
2012-06-14,249.5200042724609,254.3999938964844,248.32000732421875,253.83999633789065,617663,15461.8,133009.0,0.17,0.15,0.1,0.1,0.07,228.527,3201482.0,0.19
2012-06-15,253.1199951171875,254.32000732421875,251.6000061035156,253.0399932861328,610325,15461.8,133009.0,0.17,0.15,0.11,0.11,0.08,228.527,3201482.0,0.19
2012-06-18,248.16000366210935,252.8800048828125,247.44000244140625,250.55999755859372,693825,15461.8,133009.0,0.17,0.15,0.09,0.09,0.05,228.527,3201482.0,0.19
2012-06-19,253.9199981689453,254.47999572753903,251.9199981689453,253.44000244140625,915438,15461.8,133009.0,0.17,0.15,0.1,0.1,0.06,228.527,3201482.0,0.19
2012-06-20,252.3999938964844,252.63999938964844,242.8800048828125,243.9199981689453,2736163,15461.8,133009.0,0.17,0.14,0.09,0.09,0.06,228.527,3201482.0,0.19
2012-06-21,242.3999938964844,243.1999969482422,234.47999572753903,235.67999267578125,2307575,15461.8,133009.0,0.19,0.16,0.09,0.09,0.06,228.527,3201482.0,0.19
2012-06-22,236.55999755859372,241.44000244140625,235.6000061035156,240.8000030517578,1278888,15461.8,133009.0,0.18,0.15,0.09,0.09,0.05,228.527,3201482.0,0.19
2012-06-25,237.44000244140625,238.72000122070312,234.3999938964844,238.3999938964844,1082275,15461.8,133009.0,0.18,0.15,0.09,0.09,0.05,228.527,3201482.0,0.19
2012-06-26,238.32000732421875,239.27999877929688,235.44000244140625,238.47999572753903,862200,15461.8,133009.0,0.18,0.16,0.1,0.1,0.06,228.527,3201482.0,0.19
2012-06-27,240.9600067138672,242.9600067138672,239.6000061035156,241.6000061035156,1166500,15461.8,133009.0,0.21,0.15,0.1,0.1,0.07,228.527,3201482.0,0.19
