Date,Close,Label,Open,High,Low,Volume,Buy to open,Buy to close,Sell to open,Sell to close,Position,Cost,Invest Amt,Duration,Profit,Profit %,Cum Profit,Principle,Daily Return
2020-03-16,161.63632202148438,-1,158.15528970693398,163.84524017632006,155.62093230241993,30496700,0,0,1,0,-55.0,161.63632202148438,8889.99771118164,1,0.0,0.0,2715.5421752929688,12715.542175292969,0.0
2020-03-17,150.85792541503906,-1,161.2320008773455,163.3324592818371,150.59168156862185,18570900,0,0,0,0,-55.0,161.63632202148438,8889.99771118164,2,0.0,0.0,2715.5421752929688,13308.353988647461,0.04662104102067777
2020-03-18,142.34764099121094,1,150.71986150248023,152.00183143579906,137.08170388340122,47061000,0,1,0,0,-55.0,161.63632202148438,8889.99771118164,3,1060.877456665039,0.12,3776.419631958008,13776.419631958008,0.035170814039799714
2020-03-19,146.2230987548828,1,144.91154634938306,151.32138010802376,143.23513129885555,21175300,1,0,0,0,65.0,146.2230987548828,9504.501419067383,1,0.0,0.0,3776.419631958008,13776.419631958008,0.0
2020-03-20,157.21844482421875,0,151.1734879167851,157.21844482421875,149.9999927040281,20863100,0,0,0,0,65.0,146.2230987548828,9504.501419067383,2,0.0,0.0,3776.419631958008,14491.117126464844,0.0518783191569534
2020-03-23,163.69732666015625,0,155.31523463237716,164.37775771465735,154.3981423743114,19971800,0,0,0,0,65.0,146.2230987548828,9504.501419067383,3,0.0,0.0,3776.419631958008,14912.244445800781,0.029061066559654014
2020-03-24,160.65017700195312,0,159.01320028998347,163.15493645090226,158.1848560672247,11948600,0,0,0,0,65.0,146.2230987548828,9504.501419067383,4,0.0,0.0,3776.419631958008,14714.179718017578,-0.013282019920145327
2020-03-25,160.28530883789062,0,161.32074670169968,164.36787994757637,159.3780724854189,10750600,0,0,0,0,65.0,146.2230987548828,9504.501419067383,5,0.0,0.0,3776.419631958008,14690.463287353516,-0.0016118078695900317
2020-03-26,161.07420349121094,0,161.72505182327305,163.38174025347695,160.0190539654054,10576200,0,0,0,0,65.0,146.2230987548828,9504.501419067383,6,0.0,0.0,3776.419631958008,14741.741439819336,0.003490574222391185
2020-03-27,165.3737335205078,0,163.22398078108128,165.91610716255943,162.3068735232257,12550000,0,0,0,0,65.0,146.2230987548828,9504.501419067383,7,0.0,0.0,3776.419631958008,15021.210891723633,0.018957695944212816
2020-03-30,164.0128631591797,0,165.9653929452299,167.75028272891893,163.63812959677037,13473200,0,0,0,0,65.0,146.2230987548828,9504.501419067383,8,0.0,0.0,3776.419631958008,14932.754318237305,-0.0058887778171775595
2020-03-31,162.68161010742188,1,163.40147965612073,164.60455755785074,162.27729383532184,11464800,0,0,0,0,65.0,146.2230987548828,9504.501419067383,9,0.0,0.0,3776.419631958008,14846.222869873047,-0.0057947413129657566
2020-04-01,164.9608612060547,0,166.38294006393812,166.85697639580874,164.32882783242476,11334700,0,0,0,0,65.0,146.2230987548828,9504.501419067383,10,0.0,0.0,3776.419631958008,14994.37419128418,0.00997905815571265
2020-04-02,166.00770568847656,0,166.72861533446743,167.11376049535204,165.17814951445337,5771200,0,0,0,0,65.0,146.2230987548828,9504.501419067383,11,0.0,0.0,3776.419631958008,15062.419082641602,0.004538028095695701
2020-04-03,166.4026641845703,-1,166.45204484350123,168.20988780563945,166.04714453667376,6570800,0,0,0,1,65.0,146.2230987548828,9504.501419067383,12,1311.6717529296875,0.14,5088.091384887695,15088.091384887695,0.001704394367547435
2020-04-06,165.96815490722656,-1,164.9213511373727,166.17554766769902,164.45720002147704,9434800,0,0,1,0,-63.0,165.96815490722656,10455.993759155273,1,0.0,0.0,5088.091384887695,15088.091384887695,0.0
2020-04-07,164.23008728027344,-1,162.9067697126933,164.34858883293293,161.67232830960776,13811400,0,0,0,0,-63.0,165.96815490722656,10455.993759155273,2,0.0,0.0,5088.091384887695,15197.589645385742,0.007257263871540465
2020-04-08,163.03514099121094,1,163.05489627289634,164.12145545093634,162.08709843441855,10147100,0,1,0,0,-63.0,165.96815490722656,10455.993759155273,3,184.77987670898438,0.02,5272.87126159668,15272.87126159668,0.00495352341835309
2020-04-09,163.33140563964844,-1,162.2352211023811,163.72642084976496,161.74144455530327,14260800,0,0,1,0,-65.0,163.33140563964844,10616.541366577148,1,0.0,0.0,5272.87126159668,15272.87126159668,0.0
2020-04-13,161.84019470214844,1,162.69936101262192,163.64741854776014,161.84019470214844,8750300,0,1,0,0,-65.0,163.33140563964844,10616.541366577148,2,96.9287109375,0.01,5369.79997253418,15369.79997253418,0.00634646290650176
2020-04-14,161.8007049560547,1,161.8007049560547,162.68951183499178,161.4451852182529,9019100,1,0,0,0,66.0,161.8007049560547,10678.84652709961,1,0.0,0.0,5369.79997253418,15369.79997253418,0.0
2020-04-15,166.08668518066406,1,164.7238720505695,166.5014707733728,164.664621271287,10027800,0,0,0,0,66.0,161.8007049560547,10678.84652709961,2,0.0,0.0,5369.79997253418,15652.674667358398,0.01840457880582158
2020-04-16,167.97288513183594,0,167.15321433855777,168.20003317003568,166.9162112640715,8265400,0,0,0,0,66.0,161.8007049560547,10678.84652709961,3,0.0,0.0,5369.79997253418,15777.163864135742,0.007953222016231498
2020-04-17,165.72128295898438,0,167.70627432997318,168.71356764031813,165.188010916382,8612100,0,0,0,0,66.0,161.8007049560547,10678.84652709961,4,0.0,0.0,5369.79997253418,15628.558120727539,-0.009419040373029874
2020-04-20,167.0544891357422,0,166.34344968493957,167.18286079431437,165.86942840735944,6462600,0,0,0,0,66.0,161.8007049560547,10678.84652709961,5,0.0,0.0,5369.79997253418,15716.549728393555,0.005630180787395522
2020-04-21,169.157958984375,0,169.78999234737086,170.00725522860668,168.65431234270866,7850700,0,0,0,0,66.0,161.8007049560547,10678.84652709961,6,0.0,0.0,5369.79997253418,15855.37873840332,0.00883330071860211
2020-04-22,167.4297637939453,0,167.85441950802877,168.2691900459851,166.61010789415977,6230200,0,0,0,0,66.0,161.8007049560547,10678.84652709961,7,0.0,0.0,5369.79997253418,15741.317855834961,-0.007193828949168646
2020-04-23,168.31854248046875,-1,167.75563001484215,168.80243382580016,167.498871649337,5968600,0,0,0,1,66.0,161.8007049560547,10678.84652709961,8,430.1772766113281,0.04,5799.977249145508,15799.977249145508,0.0037264601253701457
2020-04-24,168.71353149414062,-1,167.4988456631635,168.71353149414062,167.45935017800687,6211800,0,0,1,0,-65.0,168.71353149414062,10966.37954711914,1,0.0,0.0,5799.977249145508,15799.977249145508,0.0
2020-04-27,165.5731658935547,0,167.54827220724937,167.63714837483798,165.35590299353902,9039500,0,0,0,0,-65.0,168.71353149414062,10966.37954711914,2,0.0,0.0,5799.977249145508,16004.101013183594,0.01291924417480561
2020-04-28,167.4791259765625,-1,166.4520773867625,167.7358994256608,166.3533160495917,9905400,0,0,0,0,-65.0,168.71353149414062,10966.37954711914,3,0.0,0.0,5799.977249145508,15880.213607788086,-0.007740978721232361
2020-04-29,166.6100616455078,0,167.41984721324698,168.14075663370903,165.86939694714135,8619600,0,0,0,0,-65.0,168.71353149414062,10966.37954711914,4,0.0,0.0,5799.977249145508,15936.70278930664,0.003557205394948193
2020-04-30,164.66464233398438,-1,166.63974892999244,167.12364040193924,164.63501694055364,11606100,0,0,0,0,-65.0,168.71353149414062,10966.37954711914,5,0.0,0.0,5799.977249145508,16063.155044555664,0.007934656052811073
2020-05-01,166.07467651367188,-1,165.62970420661972,166.23289358368473,164.5815425225026,10209400,0,0,0,0,-65.0,168.71353149414062,10966.37954711914,6,0.0,0.0,5799.977249145508,15971.502822875977,-0.005705742204782593
2020-05-04,165.29351806640625,-1,165.6890456860911,165.8077009543143,164.62110300684807,8300900,0,0,0,0,-65.0,168.71353149414062,10966.37954711914,7,0.0,0.0,5799.977249145508,16022.278121948242,0.003179118435839401
2020-05-05,164.23545837402344,-1,163.72127548587332,164.4134563648535,163.42462222676423,7831800,0,0,0,0,-65.0,168.71353149414062,10966.37954711914,8,0.0,0.0,5799.977249145508,16091.052001953125,0.004292390849879979
2020-05-06,161.5853729248047,1,161.40737495292342,161.8128005275992,160.24055803662918,14721500,0,1,0,0,-65.0,168.71353149414062,10966.37954711914,9,463.33030700683594,0.04,6263.307556152344,16263.307556152344,0.010705052359429867
2020-05-07,164.28488159179688,-1,161.73368803889832,164.51230918902922,161.51614334992493,9164800,0,0,1,0,-69.0,164.28488159179688,11335.656829833984,1,0.0,0.0,6263.307556152344,16263.307556152344,0.0
2020-05-08,162.1490020751953,1,162.65331709348638,163.55314460502964,161.85234884474357,8130500,0,1,0,0,-69.0,164.28488159179688,11335.656829833984,2,147.3756866455078,0.01,6410.683242797852,16410.68324279785,0.009061852033275697
2020-05-11,160.88331604003906,1,161.83260347977262,162.38634819944554,160.29002459256606,8713500,1,0,0,0,71.0,160.88331604003906,11422.715438842773,1,0.0,0.0,6410.683242797852,16410.68324279785,0.0
2020-05-12,162.53463745117188,0,161.33815677761632,163.0883820691886,161.30849296510894,10057300,0,0,0,0,71.0,160.88331604003906,11422.715438842773,2,0.0,0.0,6410.683242797852,16527.92706298828,0.007144359467293082
2020-05-13,163.67181396484375,0,163.24660748312724,164.43320530938016,162.9895160654356,13305600,0,0,0,0,71.0,160.88331604003906,11422.715438842773,3,0.0,0.0,6410.683242797852,16608.666595458984,0.004885036832689593
2020-05-14,165.2737274169922,-1,165.45172539724652,166.27244440529557,165.18473597107032,10080000,0,0,0,1,71.0,160.88331604003906,11422.715438842773,4,311.7192077636719,0.03,6722.402450561523,16722.402450561523,0.0068479823138623
2020-05-15,164.8485107421875,-1,166.4207530661691,166.60863392659616,164.4727490213334,7225600,0,0,1,0,-71.0,164.8485107421875,11704.244262695312,1,0.0,0.0,6722.402450561523,16722.402450561523,0.0
2020-05-18,161.22938537597656,1,163.08838302038808,163.21693626760933,160.60641513286973,10074000,0,1,0,0,-71.0,164.8485107421875,11704.244262695312,2,256.95790100097656,0.02,6979.3603515625,16979.3603515625,0.015366087603778888
2020-05-19,161.8325653076172,0,160.70529522605946,161.87211202608918,160.66573341917902,8639100,0,0,0,0,0.0,161.8325653076172,0.0,0,0.0,0.0,6979.3603515625,16979.3603515625,0.0
2020-05-20,162.31710815429688,0,161.34805498090464,162.86096991583713,161.0612997366801,10927300,0,0,0,0,0.0,162.31710815429688,0.0,0,0.0,0.0,6979.3603515625,16979.3603515625,0.0
2020-05-21,162.72251892089844,0,163.0191721354721,163.5135891302917,162.45552951894123,8920000,0,0,0,0,0.0,162.72251892089844,0.0,0,0.0,0.0,6979.3603515625,16979.3603515625,0.0
2020-05-22,163.7014617919922,-1,162.88072781114653,163.82999994408016,162.77195547420533,4956700,0,0,1,0,-72.0,163.7014617919922,11786.505249023438,1,0.0,0.0,6979.3603515625,16979.3603515625,0.0
2020-05-26,161.5062713623047,-1,161.88203313928673,161.96112658752554,161.16017340051485,8098900,0,0,0,0,-72.0,163.7014617919922,11786.505249023438,2,0.0,0.0,6979.3603515625,17137.4140625,0.009308578631052722
2020-05-27,161.2095947265625,0,160.97226915105597,162.07977341501143,160.77450538233805,8047400,0,0,0,0,-72.0,163.7014617919922,11786.505249023438,3,0.0,0.0,6979.3603515625,17158.774780273438,0.001246437630294528
2020-05-28,160.61630249023438,-1,160.15156438256466,160.75475373779057,159.85491115913376,10272600,0,0,0,0,-72.0,163.7014617919922,11786.505249023438,4,0.0,0.0,6979.3603515625,17201.491821289062,0.0024895158053321875
2020-05-29,161.76336669921875,-1,160.8932029518684,162.25778374891752,160.53722207254884,14662100,0,0,0,0,-72.0,163.7014617919922,11786.505249023438,5,0.0,0.0,6979.3603515625,17118.903198242188,-0.0048012477001943
2020-06-01,160.6742401123047,-1,160.49602846191968,160.83266054007146,160.07027545077187,13341400,0,0,0,0,-72.0,163.7014617919922,11786.505249023438,6,0.0,0.0,6979.3603515625,17197.3203125,0.004580732383945296
2020-06-02,160.090087890625,-1,160.0702815594474,160.48612386735215,159.65443925154267,11517100,0,0,0,0,-72.0,163.7014617919922,11786.505249023438,7,0.0,0.0,6979.3603515625,17239.379272460938,0.00244566939480495
2020-06-03,157.9613494873047,-1,158.59501610078266,158.74354091963446,157.36729553530876,12255700,0,0,0,0,-72.0,163.7014617919922,11786.505249023438,8,0.0,0.0,6979.3603515625,17392.6484375,0.008890642906377977
2020-06-04,155.6742401123047,1,157.34752035782324,157.43662620209415,155.63464255078654,14038600,0,1,0,0,-72.0,163.7014617919922,11786.505249023438,9,577.9599609375,0.05,7557.3203125,17557.3203125,0.009467901084285302
2020-06-05,154.5653076171875,1,153.08014996861078,154.61481589370104,151.64450059654757,17778500,1,0,0,0,79.0,154.5653076171875,12210.659301757812,1,0.0,0.0,7557.3203125,17557.3203125,0.0
2020-06-08,155.1593780517578,1,153.5356062796863,155.29799216250274,153.51579994734988,10346700,0,0,0,0,79.0,154.5653076171875,12210.659301757812,2,0.0,0.0,7557.3203125,17604.251876831055,0.002673048249717258
2020-06-09,156.92173767089844,1,157.47619402107998,158.06035231089248,156.7336153147006,9095300,0,0,0,0,79.0,154.5653076171875,12210.659301757812,3,0.0,0.0,7557.3203125,17743.478286743164,0.007908680862226625
2020-06-10,159.24847412109375,1,157.66431528975957,159.30787799994596,157.47619293485934,13135500,0,0,0,0,79.0,154.5653076171875,12210.659301757812,4,0.0,0.0,7557.3203125,17927.290466308594,0.01035942201382034
2020-06-11,162.2584228515625,-1,161.63465182625018,162.60495055955485,161.02079152058047,17086400,0,0,0,1,79.0,154.5653076171875,12210.659301757812,5,607.756103515625,0.05,8165.076416015625,18165.076416015625,0.013263909019263664
2020-06-12,160.69406127929688,0,160.80297344496674,162.04060482403125,160.44653500348397,9716100,0,0,0,0,0.0,160.69406127929688,0.0,0,0.0,0.0,8165.076416015625,18165.076416015625,0.0
2020-06-15,160.7831573486328,0,162.26831491331916,162.59505139048665,160.53563108785173,7759800,0,0,0,0,0.0,160.7831573486328,0.0,0,0.0,0.0,8165.076416015625,18165.076416015625,0.0
2020-06-16,158.3177947998047,0,157.8326529840401,159.63463635708828,157.12967173624045,13698900,0,0,0,0,0.0,158.3177947998047,0.0,0,0.0,0.0,8165.076416015625,18165.076416015625,0.0
2020-06-17,158.9712677001953,0,158.68414387718792,159.1791964124316,157.7633383055764,7113900,0,0,0,0,0.0,158.9712677001953,0.0,0,0.0,0.0,8165.076416015625,18165.076416015625,0.0
2020-06-18,160.65443420410156,0,160.43660989230065,160.87225851590247,160.01087198783748,7691400,0,0,0,0,0.0,160.65443420410156,0.0,0,0.0,0.0,8165.076416015625,18165.076416015625,0.0
2020-06-19,160.7831573486328,0,159.40691194300226,160.89206950768863,159.31780611499406,8565500,0,0,0,0,0.0,160.7831573486328,0.0,0,0.0,0.0,8165.076416015625,18165.076416015625,0.0
2020-06-22,160.80296325683594,1,161.57524397981777,161.8029639089524,160.46633116893187,9319700,1,0,0,0,79.0,160.80296325683594,12703.434097290039,1,0.0,0.0,8165.076416015625,18165.076416015625,0.0
2020-06-23,159.7039337158203,1,159.88214535759616,160.4564080496563,159.52570696624167,9088600,0,0,0,0,79.0,160.80296325683594,12703.434097290039,2,0.0,0.0,8165.076416015625,18078.25308227539,-0.004779684475408219
2020-06-24,161.41680908203125,1,159.9316516543432,161.47621296189035,159.92175604363422,11436500,0,0,0,0,79.0,160.80296325683594,12703.434097290039,3,0.0,0.0,8165.076416015625,18213.570236206055,0.007485079078981105
2020-06-25,161.88218688964844,1,162.5851681712824,162.72378228357294,161.78317033466726,10968000,0,0,0,0,79.0,160.80296325683594,12703.434097290039,4,0.0,0.0,8165.076416015625,18250.335083007812,0.002018541467980528
2020-06-26,163.61483764648438,-1,162.62473272880518,163.6841522424669,162.55541813282264,12119300,0,0,0,1,79.0,160.80296325683594,12703.434097290039,5,222.13807678222656,0.02,8387.214492797852,18387.21449279785,0.007500103925077051
2020-06-29,163.10000610351562,0,163.21882898679087,163.63467130874264,162.7534783891248,7274400,0,0,0,0,0.0,163.10000610351562,0.0,0,0.0,0.0,8387.214492797852,18387.21449279785,0.0
2020-06-30,162.30792236328125,0,163.59506201937853,163.65446590833912,161.86237808827198,14841700,0,0,0,0,0.0,162.30792236328125,0.0,0,0.0,0.0,8387.214492797852,18387.21449279785,0.0
2020-07-01,161.99269104003906,1,161.38801816331588,162.1314676777041,160.73377896052963,13181000,1,0,0,0,79.0,161.99269104003906,12797.422592163086,1,0.0,0.0,8387.214492797852,18387.21449279785,0.0
2020-07-02,162.1612091064453,1,161.2789829290494,162.3099080889059,160.8230090174171,7599800,0,0,0,0,79.0,161.99269104003906,12797.422592163086,2,0.0,0.0,8387.214492797852,18400.527420043945,0.0007240317586607592
2020-07-06,161.49708557128906,1,160.91224215035885,161.59621824032067,160.33730594612314,7972700,0,0,0,0,79.0,161.99269104003906,12797.422592163086,3,0.0,0.0,8387.214492797852,18348.0616607666,-0.0028513182301607154
