Date,Open,High,Low,Close,Volume,Label,Buy to open,Buy to close,Sell to open,Sell to close,Position,Cost,Invest Amt,Duration,Profit,Profit %,Cum Profit,Principle,Daily Return
2020-01-08,104.4800033569336,104.55999755859376,99.12000274658205,101.27999877929688,6918425,1,1,0,0,0,69.0,101.27999877929688,6988.319915771484,1,0.0,0.0,0.0,10000.0,0.0
2020-01-09,99.5999984741211,100.31999969482422,98.31999969482422,99.91999816894533,3439450,1,0,0,0,0,69.0,101.27999877929688,6988.319915771484,2,0.0,0.0,0.0,9906.159957885744,-0.0093840042114256
2020-01-10,99.44000244140624,99.83999633789062,98.72000122070312,99.27999877929688,2016750,0,0,0,0,0,69.0,101.27999877929688,6988.319915771484,3,0.0,0.0,0.0,9862.0,-0.0044578280659187675
2020-01-13,98.4800033569336,98.4800033569336,97.27999877929688,97.5999984741211,2858525,0,0,0,0,0,69.0,101.27999877929688,6988.319915771484,4,0.0,0.0,0.0,9746.079978942871,-0.01175421020656342
2020-01-14,98.16000366210938,98.55999755859376,97.5999984741211,98.23999786376952,2336713,1,0,0,0,0,69.0,101.27999877929688,6988.319915771484,5,0.0,0.0,0.0,9790.239936828611,0.004531048173332275
2020-01-15,97.5999984741211,97.76000213623048,96.4000015258789,97.44000244140624,1881763,1,0,0,0,0,69.0,101.27999877929688,6988.319915771484,6,0.0,0.0,0.0,9735.040252685545,-0.0056382360901511275
2020-01-16,97.5999984741211,98.87999725341795,97.5999984741211,98.31999969482422,1960813,1,0,0,0,0,69.0,101.27999877929688,6988.319915771484,7,0.0,0.0,0.0,9795.760063171387,0.006237242878281091
2020-01-17,98.63999938964844,98.95999908447266,97.91999816894533,98.63999938964844,2220763,0,0,0,0,0,69.0,101.27999877929688,6988.319915771484,8,0.0,0.0,0.0,9817.840042114258,0.0022540342761032672
2020-01-21,97.76000213623048,98.72000122070312,97.68000030517578,97.91999816894533,1709638,0,0,0,0,0,69.0,101.27999877929688,6988.319915771484,9,0.0,0.0,0.0,9768.159957885744,-0.005060184726519035
2020-01-22,96.23999786376952,96.31999969482422,95.04000091552734,95.1999969482422,3196463,1,0,0,0,0,69.0,101.27999877929688,6988.319915771484,10,0.0,0.0,0.0,9580.479873657228,-0.019213453202821862
2020-01-23,92.8000030517578,93.68000030517578,92.0,93.27999877929688,3858525,1,0,0,0,0,69.0,101.27999877929688,6988.319915771484,11,0.0,0.0,0.0,9448.0,-0.013828104166420663
2020-01-24,91.91999816894533,92.0,90.4800033569336,91.44000244140624,3051025,1,0,0,0,0,69.0,101.27999877929688,6988.319915771484,12,0.0,0.0,0.0,9321.040252685545,-0.013437737861394461
2020-01-27,88.87999725341797,89.91999816894531,88.16000366210938,88.80000305175781,3142588,1,0,0,0,0,69.0,101.27999877929688,6988.319915771484,13,0.0,0.0,0.0,9138.880294799805,-0.0195428785787356
2020-01-28,89.27999877929688,90.55999755859376,88.87999725341797,90.0,3048700,1,0,0,0,0,69.0,101.27999877929688,6988.319915771484,14,0.0,0.0,0.0,9221.680084228516,0.00906016784964625
2020-01-29,90.23999786376952,90.31999969482422,88.72000122070312,89.27999877929688,2720475,1,0,0,0,0,69.0,101.27999877929688,6988.319915771484,15,0.0,0.0,0.0,9172.0,-0.00538731378390378
