Date,Open,High,Low,Close,Volume,Label,Buy to open,Buy to close,Sell to open,Sell to close,Position,Cost,Invest Amt,Duration,Profit,Profit %,Cum Profit,Principle,Daily Return
2019-12-17,135.64906696636018,135.77664796887467,134.66759630304423,135.0503692626953,6179700,0,0,0,0,0,0.0,135.0503692626953,0.0,0,0.0,0.0,0.0,10000.0,0.0
2019-12-18,134.7559065152085,134.90312110401572,133.7548023831638,133.9412841796875,6244700,1,1,0,0,0,52.0,133.9412841796875,6964.94677734375,1,0.0,0.0,0.0,10000.0,0.0
2019-12-19,133.6935786516942,134.5389945284629,133.45764340700913,134.15560913085938,6591100,-1,0,0,0,1,52.0,133.9412841796875,6964.94677734375,2,11.1448974609375,0.0,11.1448974609375,10011.144897460938,0.0011144897460937386
2019-12-20,133.82139471663103,134.37189535308835,133.62477448931,134.3325653076172,5455700,0,0,0,0,0,0.0,134.3325653076172,0.0,0,0.0,0.0,11.1448974609375,10011.144897460938,0.0
2019-12-23,134.4898512084354,134.6471413852785,133.6935903131904,134.13595581054688,5175000,0,0,0,0,0,0.0,134.13595581054688,0.0,0,0.0,0.0,11.1448974609375,10011.144897460938,0.0
2019-12-24,133.61493692509748,134.7356031154633,133.5854468937733,134.5193328857422,4667400,1,1,0,0,0,52.0,134.5193328857422,6995.005310058594,1,0.0,0.0,11.1448974609375,10011.144897460938,0.0
2019-12-26,134.58814947634292,134.8928897921513,134.1949240688357,134.84373474121094,5290200,-1,0,0,0,1,52.0,134.5193328857422,6995.005310058594,2,16.868896484375,0.0,28.0137939453125,10028.013793945312,0.001685011720153451
2019-12-27,135.1091405251491,135.29592069176778,134.9616753936017,134.99118041992188,7300500,1,1,0,0,0,52.0,134.99118041992188,7019.5413818359375,1,0.0,0.0,28.0137939453125,10028.013793945312,0.0
2019-12-30,133.58545877183062,134.5783249147308,133.35936351156963,134.49969482421875,7979700,1,0,0,0,0,52.0,134.99118041992188,7019.5413818359375,2,0.0,0.0,28.0137939453125,10002.45654296875,-0.0025485855426319315
2019-12-31,133.9000343649675,134.14579463911213,133.08410845480532,133.18240356445312,10707400,-1,0,0,0,1,52.0,134.99118041992188,7019.5413818359375,3,-94.056396484375,-0.01,-66.0426025390625,9933.957397460938,-0.006848232253102271
2020-01-02,134.47020738388545,135.19766331644652,134.35224723266663,134.6864776611328,11034100,1,1,0,0,0,51.0,134.6864776611328,6869.010360717773,1,0.0,0.0,-66.0426025390625,9933.957397460938,0.0
2020-01-03,135.92509000217896,136.7999959355112,135.54170459319104,136.7606658935547,12366000,-1,0,0,0,1,51.0,134.6864776611328,6869.010360717773,2,105.78359985351562,0.02,39.740997314453125,10039.740997314453,0.010648686683572217
2020-01-06,137.3210062480677,137.34067126901112,135.80711463575994,135.98406982421875,11369800,1,1,0,0,0,51.0,135.98406982421875,6935.187561035156,1,0.0,0.0,39.740997314453125,10039.740997314453,0.0
2020-01-07,135.87592282314176,136.1216830633804,135.30575726578635,135.31558227539062,8381200,-1,0,0,0,1,51.0,135.98406982421875,6935.187561035156,2,-34.092864990234375,-0.0,5.64813232421875,10005.648132324219,-0.003395791285786598
2020-01-08,135.5908419916304,135.96440238282534,134.00816033423567,134.42103576660156,10621700,1,1,0,0,0,52.0,134.42103576660156,6989.893859863281,1,0.0,0.0,5.64813232421875,10005.648132324219,0.0
