Date,Close,Label,Open,High,Low,Volume,Buy to open,Buy to close,Sell to open,Sell to close,Position,Cost,Invest Amt,Duration,Profit,Profit %,Cum Profit,Principle,Daily Return
2020-01-02,317.8731994628906,-1,316.57185710033644,317.8927878291474,315.5836001344318,59151200,0,0,1,0,-22.0,317.8731994628906,6993.210388183594,1,0.0,0.0,0.0,10000.0,0.0
2020-01-03,315.4662170410156,1,314.2431384552949,316.66973711907895,314.1844330720057,77709700,0,1,0,0,-22.0,317.8731994628906,6993.210388183594,2,52.95361328125,0.01,52.95361328125,10052.95361328125,0.005295361328125026
2020-01-06,316.66973876953125,1,313.5875568291973,316.75779684492403,313.46035187796866,55653900,1,0,0,0,22.0,316.66973876953125,6966.7342529296875,1,0.0,0.0,52.95361328125,10052.95361328125,0.0
2020-01-07,315.7793273925781,1,316.0630601206048,316.5718799149192,315.2998602894499,40496400,0,0,0,0,22.0,316.66973876953125,6966.7342529296875,2,0.0,0.0,52.95361328125,10033.364562988281,-0.0019485865593857898
2020-01-08,317.4623107910156,1,315.98482220578967,318.7636533543287,315.7206479633989,68296000,0,0,0,0,22.0,316.66973876953125,6966.7342529296875,3,0.0,0.0,52.95361328125,10070.390197753906,0.0036902511149856654
2020-01-09,319.6148681640625,0,319.1354309465891,319.69316190996534,318.50920042062666,48473300,0,0,0,0,22.0,316.66973876953125,6966.7342529296875,4,0.0,0.0,52.95361328125,10117.746459960938,0.0047025250538548224
2020-01-10,318.69512939453125,1,320.24111743328865,320.4074393975154,318.19613364153406,53029300,0,0,0,0,22.0,316.66973876953125,6966.7342529296875,5,0.0,0.0,52.95361328125,10097.51220703125,-0.0019998774440297407
2020-01-13,320.8868713378906,1,319.3604718341886,320.8966356603937,318.90059314651467,47086800,0,0,0,0,22.0,316.66973876953125,6966.7342529296875,6,0.0,0.0,52.95361328125,10145.730529785156,0.0047752675872310135
2020-01-14,320.3976745605469,1,320.4172330679785,321.5424593817874,319.80079669024127,62832800,0,0,0,0,22.0,316.66973876953125,6966.7342529296875,7,0.0,0.0,52.95361328125,10134.968200683594,-0.0010607741916629498
2020-01-15,321.1217041015625,1,320.2997989446232,321.9338150753419,320.2117408771277,72056600,0,0,0,0,22.0,316.66973876953125,6966.7342529296875,8,0.0,0.0,52.95361328125,10150.896850585938,0.0015716526768450034
2020-01-16,323.7929382324219,0,322.5992123655369,323.7929382324219,322.35459665396473,54050300,0,0,0,0,22.0,316.66973876953125,6966.7342529296875,9,0.0,0.0,52.95361328125,10209.664001464844,0.00578935553615767
2020-01-17,324.80078125,-1,324.5561655177317,325.02580861308275,323.72446605595565,95846000,0,0,0,1,22.0,316.66973876953125,6966.7342529296875,10,178.8829345703125,0.03,231.8365478515625,10231.836547851562,0.002171721457585374
2020-01-21,324.1647644042969,-1,323.7733851951372,325.02581658063986,323.6951212974332,77742400,0,0,1,0,-22.0,324.1647644042969,7131.624816894531,1,0.0,0.0,231.8365478515625,10231.836547851562,0.0
2020-01-22,324.203857421875,-1,325.0844679612644,325.7791980419477,324.0375354692658,48914900,0,0,0,0,-22.0,324.1647644042969,7131.624816894531,2,0.0,0.0,231.8365478515625,10230.976501464844,-8.405591534776935e-05
2020-01-23,324.5757141113281,-1,323.50919313445706,325.0160343600876,322.3154672030413,51963000,0,0,0,0,-22.0,324.1647644042969,7131.624816894531,3,0.0,0.0,231.8365478515625,10222.795654296875,-0.0007996154782290432
2020-01-24,321.689208984375,-1,325.28018065448333,325.3682387246082,320.3095728317876,87578400,0,0,0,0,-22.0,324.1647644042969,7131.624816894531,4,0.0,0.0,231.8365478515625,10286.298767089844,0.006211912566820965
2020-01-27,316.5327453613281,1,316.072866607967,318.1178504677124,315.71084011580734,84062500,0,1,0,0,-22.0,324.1647644042969,7131.624816894531,5,167.9044189453125,0.02,399.740966796875,10399.740966796875,0.0110284760607946
2020-01-28,319.8497314453125,-1,318.05912773000364,320.7890474088997,316.6305803474187,63834000,0,0,1,0,-22.0,319.8497314453125,7036.694091796875,1,0.0,0.0,399.740966796875,10399.740966796875,0.0
2020-01-29,319.58551025390625,-1,321.30761431185687,321.55223000825606,319.3702472466624,53888900,0,0,0,0,-22.0,319.8497314453125,7036.694091796875,2,0.0,0.0,399.740966796875,10405.553833007812,0.0005589433649835218
2020-01-30,320.6227111816406,-1,317.374207235026,320.8477683950392,316.5718903626886,75491800,0,0,0,0,-22.0,319.8497314453125,7036.694091796875,3,0.0,0.0,399.740966796875,10382.735412597656,-0.002192907823682866
2020-01-31,314.8008728027344,1,319.9573614252248,320.1237132531904,313.82240992375813,113845600,0,1,0,0,-22.0,319.8497314453125,7036.694091796875,4,111.07489013671875,0.02,510.81585693359375,10510.815856933594,0.012335905640100675
2020-02-03,317.139404296875,1,316.3859985805052,319.1354770614175,316.2587936202684,69242300,1,0,0,0,23.0,317.139404296875,7294.206298828125,1,0.0,0.0,510.81585693359375,10510.815856933594,0.0
2020-02-04,321.97296142578125,1,321.00429282458623,322.9025130150292,320.6618248780047,62573200,0,0,0,0,23.0,317.139404296875,7294.206298828125,2,0.0,0.0,510.81585693359375,10621.987670898438,0.010576896739324715
2020-02-05,325.6911315917969,0,325.1138420905681,325.9161887981673,323.548325410776,65951100,0,0,0,0,23.0,317.139404296875,7294.206298828125,3,0.0,0.0,510.81585693359375,10707.505584716797,0.00805102740352992
